Index	Plasmid Number	Plasmid backbone	Plasmid Name	Insert Name	Gene Name	Notes
69	pTH13760	pTH13195	eGFP.ZNF772.FL	ZNF772.FL	ZNF772	Codebook clone
70	pTH13761	pTH13195	eGFP.ZNF773.FL	ZNF773.FL	ZNF773	Codebook clone
71	pTH13762	pTH13195	eGFP.ZNF775.FL	ZNF775.FL	ZNF775	Codebook clone
72	pTH13764	pTH13195	eGFP.ZNF781.FL	ZNF781.FL	ZNF781	Codebook clone
73	pTH13765	pTH13195	eGFP.ZNF788.FL	ZNF788.FL	ZNF788P	Codebook clone
74	pTH13771	pTH13195	eGFP.ZNF83.FL	ZNF83.FL	ZNF83	Codebook clone
75	pTH13780	pTH13195	eGFP.ZNF878.FL	ZNF878.FL	ZNF878	Codebook clone
76	pTH13783	pTH13195	eGFP.ZNF92.FL	ZNF92.FL	ZNF92	Codebook clone
77	pTH13785	pTH13195	eGFP.ZSCAN18.FL	ZSCAN18.FL	ZSCAN18	Codebook clone
78	pTH13787	pTH13195	eGFP.ZSCAN25.FL	ZSCAN25.FL	ZSCAN25	Codebook clone
79	pTH13788	pTH13195	eGFP.ZUFSP.FL	ZUFSP.FL	ZUP1	Codebook clone
80	pTH13792	pTH13195	eGFP.MBNL2.FL	MBNL2.FL	MBNL2	Codebook clone
81	pTH13793	pTH13195	eGFP.ZC3H8.FL	ZC3H8.FL	ZC3H8	Codebook clone
82	pTH13794	pTH13195	eGFP.ZGPAT.FL	ZGPAT.FL	ZGPAT	Codebook clone
83	pTH13795	pTH13195	eGFP.JRK.FL	JRK.FL	JRK	Codebook clone
84	pTH13796	pTH13195	eGFP.TIGD3.FL	TIGD3.FL	TIGD3	Codebook clone
85	pTH13797	pTH13195	eGFP.TIGD4.FL	TIGD4.FL	TIGD4	Codebook clone
86	pTH13799	pTH13195	eGFP.TIGD7.FL	TIGD7.FL	TIGD7	Codebook clone
87	pTH13802	pTH13195	eGFP.CXXC4.FL	CXXC4.FL	CXXC4	Codebook clone
88	pTH13806	pTH13195	eGFP.DMRTB1.FL	DMRTB1.FL	DMRTB1	Codebook clone
89	pTH13807	pTH13195	eGFP.FLYWCH1.FL	FLYWCH1.FL	FLYWCH1	Codebook clone
90	pTH13809	pTH13195	eGFP.GATAD2B.FL	GATAD2B.FL	GATAD2B	Codebook clone
91	pTH13810	pTH13195	eGFP.ZGLP1.FL	ZGLP1.FL	ZGLP1	Codebook clone
92	pTH13814	pTH13195	eGFP.HMG20A.FL	HMG20A.FL	HMG20A	Codebook clone
93	pTH13815	pTH13195	eGFP.HMGN3.FL	HMGN3.FL	HMGN3	Codebook clone
94	pTH13818	pTH13195	eGFP.LEUTX.FL	LEUTX.FL	LEUTX	Codebook clone
95	pTH13819	pTH13195	eGFP.MKX.FL	MKX.FL	MKX	Codebook clone
96	pTH13820	pTH13195	eGFP.NANOGNB.FL	NANOGNB.FL	NANOGNB	Codebook clone
97	pTH13821	pTH13195	eGFP.TPRX1.FL	TPRX1.FL	TPRX1	Codebook clone
98	pTH13824	pTH13195	eGFP.POU5F2.FL	POU5F2.FL	POU5F2	Codebook clone
99	pTH13825	pTH13195	eGFP.HSFX1.FL	HSFX1.FL	HSFX1	Codebook clone
100	pTH13826	pTH13195	eGFP.HSFX2.FL	HSFX2.FL	HSFX2	Codebook clone
101	pTH13827	pTH13195	eGFP.MSANTD1.FL	MSANTD1.FL	MSANTD1	Codebook clone
102	pTH13828	pTH13195	eGFP.MBD3.FL	MBD3.FL	MBD3	Codebook clone
103	pTH13829	pTH13195	eGFP.MBD4.FL	MBD4.FL	MBD4	Codebook clone
104	pTH13831	pTH13195	eGFP.PIN1.FL	PIN1.FL	PIN1	Codebook clone
105	pTH13834	pTH13195	eGFP.MTERF2.FL	MTERF2.FL	MTERF2	Codebook clone
106	pTH13835	pTH13195	eGFP.MTERF3.FL	MTERF3.FL	MTERF3	Codebook clone
107	pTH13836	pTH13195	eGFP.MTERF4.FL	MTERF4.FL	MTERF4	Codebook clone
108	pTH13838	pTH13195	eGFP.MSANTD4.FL	MSANTD4.FL	MSANTD4	Codebook clone
109	pTH13839	pTH13195	eGFP.MYPOP.FL	MYPOP.FL	MYPOP	Codebook clone
110	pTH13842	pTH13195	eGFP.TERF1.FL	TERF1.FL	TERF1	Codebook clone
111	pTH13849	pTH13195	eGFP.BRF2.FL	BRF2.FL	BRF2	Codebook clone
112	pTH13851	pTH13195	eGFP.CENPA.FL	CENPA.FL	CENPA	Codebook clone
113	pTH13852	pTH13195	eGFP.CENPS.FL	CENPS.FL	CENPS	Codebook clone
114	pTH13853	pTH13195	eGFP.CENPT.FL	CENPT.FL	CENPT	Codebook clone
115	pTH13854	pTH13195	eGFP.CENPX.FL	CENPX.FL	CENPX	Codebook clone
116	pTH13855	pTH13195	eGFP.CGGBP1.FL	CGGBP1.FL	CGGBP1	Codebook clone
117	pTH13856	pTH13195	eGFP.CHCHD3.FL	CHCHD3.FL	CHCHD3	Codebook clone
118	pTH13857	pTH13195	eGFP.CSRNP1.FL	CSRNP1.FL	CSRNP1	Codebook clone
119	pTH13858	pTH13195	eGFP.CSRNP2.FL	CSRNP2.FL	CSRNP2	Codebook clone
120	pTH13861	pTH13195	eGFP.DACH2.FL	DACH2.FL	DACH2	Codebook clone
121	pTH13862	pTH13195	eGFP.DR1.FL	DR1.FL	DR1	Codebook clone
122	pTH13863	pTH13195	eGFP.DRAP1.FL	DRAP1.FL	DRAP1	Codebook clone
123	pTH13864	pTH13195	eGFP.GLMP.FL	GLMP.FL	GLMP	Codebook clone
124	pTH13865	pTH13195	eGFP.GPBP1.FL	GPBP1.FL	GPBP1	Codebook clone
125	pTH13866	pTH13195	eGFP.GPBP1L1.FL	GPBP1L1.FL	GPBP1L1	Codebook clone
126	pTH13867	pTH13195	eGFP.KCNIP3.FL	KCNIP3.FL	KCNIP3	Codebook clone
127	pTH13868	pTH13195	eGFP.NACC2.FL	NACC2.FL	NACC2	Codebook clone
128	pTH13870	pTH13195	eGFP.NME2.FL	NME2.FL	NME2	Codebook clone
129	pTH13871	pTH13195	eGFP.PA2G4.FL	PA2G4.FL	PA2G4	Codebook clone
130	pTH13872	pTH13195	eGFP.PCGF2.FL	PCGF2.FL	PCGF2	Codebook clone
131	pTH13873	pTH13195	eGFP.PCGF6.FL	PCGF6.FL	PCGF6	Codebook clone
132	pTH13874	pTH13195	eGFP.PHF19.FL	PHF19.FL	PHF19	Codebook clone
133	pTH13875	pTH13195	eGFP.PLSCR1.FL	PLSCR1.FL	PLSCR1	Codebook clone
134	pTH13876	pTH13195	eGFP.PREB.FL	PREB.FL	PREB	Codebook clone
135	pTH13880	pTH13195	eGFP.RBCK1.FL	RBCK1.FL	RBCK1	Codebook clone
136	pTH13887	pTH13195	eGFP.SMYD3.FL	SMYD3.FL	SMYD3	Codebook clone
137	pTH13888	pTH13195	eGFP.SNAPC2.FL	SNAPC2.FL	SNAPC2	Codebook clone
138	pTH13889	pTH13195	eGFP.SNAPC5.FL	SNAPC5.FL	SNAPC5	Codebook clone
139	pTH13893	pTH13195	eGFP.THYN1.FL	THYN1.FL	THYN1	Codebook clone
140	pTH13896	pTH13195	eGFP.RFX8.FL	RFX8.FL	RFX8	Codebook clone
141	pTH13900	pTH13195	eGFP.SP140L.FL	SP140L.FL	SP140L	Codebook clone
142	pTH13901	pTH13195	eGFP.TBPL1.FL	TBPL1.FL	TBPL1	Codebook clone
143	pTH13902	pTH13195	eGFP.THAP10.FL	THAP10.FL	THAP10	Codebook clone
144	pTH13903	pTH13195	eGFP.THAP11.FL	THAP11.FL	THAP11	Codebook clone
145	pTH13904	pTH13195	eGFP.THAP2.FL	THAP2.FL	THAP2	Codebook clone
146	pTH13905	pTH13195	eGFP.THAP4.FL	THAP4.FL	THAP4	Codebook clone
147	pTH13906	pTH13195	eGFP.THAP5.FL	THAP5.FL	THAP5	Codebook clone
148	pTH13907	pTH13195	eGFP.THAP6.FL	THAP6.FL	THAP6	Codebook clone
149	pTH13908	pTH13195	eGFP.THAP7.FL	THAP7.FL	THAP7	Codebook clone
150	pTH13909	pTH13195	eGFP.THAP8.FL	THAP8.FL	THAP8	Codebook clone
151	pTH13695	pTH13195	eGFP.ZNF469.FL	ZNF469.FL	ZNF469	Codebook clone
152	pTH14549	pTH13195	eGFP.MGA.FL	MGA.FL	MGA	Codebook clone
153	pTH13679	pTH13195	eGFP.ZNF292.FL	ZNF292.FL	ZNF292	Codebook clone
154	pTH13890	pTH13195	eGFP.SON.FL	SON.FL	SON	Codebook clone
155	pTH13590	pTH13195	eGFP.AHCTF1.FL	AHCTF1.FL	AHCTF1	Codebook clone
156	pTH13680	pTH13195	eGFP.ZNF318.FL	ZNF318.FL	ZNF318	Codebook clone
157	pTH13691	pTH13195	eGFP.ZNF407.FL	ZNF407.FL	ZNF407	Codebook clone
158	pTH13610	pTH13195	eGFP.USF3.FL	USF3.FL	USF3	Codebook clone
159	pTH14547	pTH13195	eGFP.BAZ2B.FL	BAZ2B.FL	BAZ2B	Codebook clone
160	pTH14542	pTH13195	eGFP.PRR12.FL	PRR12.FL	PRR12	Codebook clone
161	pTH13892	pTH13195	eGFP.TET2.FL	TET2.FL	TET2	Codebook clone
162	pTH13641	pTH13195	eGFP.RLF.FL	RLF.FL	RLF	Codebook clone
163	pTH14548	pTH13195	eGFP.BAZ2A.FL	BAZ2A.FL	BAZ2A	Codebook clone
164	pTH13589	pTH13195	eGFP.ARID2.FL	ARID2.FL	ARID2	Codebook clone
165	pTH13729	pTH13195	eGFP.ZNF646.FL	ZNF646.FL	ZNF646	Codebook clone
166	pTH13805	pTH13195	eGFP.TET3.FL	TET3.FL	TET3	Codebook clone
167	pTH13620	pTH13195	eGFP.CASZ1.FL	CASZ1.FL	CASZ1	Codebook clone
168	pTH13636	pTH13195	eGFP.PRDM2.FL	PRDM2.FL	PRDM2	Codebook clone
169	pTH13663	pTH13195	eGFP.ZNF142.FL	ZNF142.FL	ZNF142	Codebook clone
170	pTH13772	pTH13195	eGFP.ZNF831.FL	ZNF831.FL	ZNF831	Codebook clone
171	pTH13800	pTH13195	eGFP.CAMTA1.FL	CAMTA1.FL	CAMTA1	Codebook clone
172	pTH14544	pTH13195	eGFP.AHDC1.FL	AHDC1.FL	AHDC1	Codebook clone
173	pTH13596	pTH13195	eGFP.SETBP1.FL	SETBP1.FL	SETBP1	Codebook clone
174	pTH13633	pTH13195	eGFP.PEG3.FL	PEG3.FL	PEG3	Codebook clone
175	pTH13588	pTH13195	eGFP.KDM5B.FL	KDM5B.FL	KDM5B	Codebook clone
176	pTH14541	pTH13195	eGFP.DOT1L.FL	DOT1L.FL	DOT1L	Codebook clone
177	pTH13722	pTH13195	eGFP.ZNF608.FL	ZNF608.FL	ZNF608	Codebook clone
178	pTH13848	pTH13195	eGFP.ARHGAP35.FL	ARHGAP35.FL	ARHGAP35	Codebook clone
179	pTH13607	pTH13195	eGFP.NCOA2.FL	NCOA2.FL	NCOA2	Codebook clone
180	pTH13606	pTH13195	eGFP.NCOA1.FL	NCOA1.FL	NCOA1	Codebook clone
181	pTH13591	pTH13195	eGFP.AKNA.FL	AKNA.FL	AKNA	Codebook clone
182	pTH13608	pTH13195	eGFP.NCOA3.FL	NCOA3.FL	NCOA3	Codebook clone
183	pTH13625	pTH13195	eGFP.EEA1.FL	EEA1.FL	EEA1	Codebook clone
184	pTH13723	pTH13195	eGFP.ZNF609.FL	ZNF609.FL	ZNF609	Codebook clone
185	pTH13682	pTH13195	eGFP.ZNF335.FL	ZNF335.FL	ZNF335	Codebook clone
186	pTH13728	pTH13195	eGFP.ZNF644.FL	ZNF644.FL	ZNF644	Codebook clone
187	pTH13604	pTH13195	eGFP.ZBED9.FL	ZBED9.FL	ZBED9	Codebook clone
188	pTH13709	pTH13195	eGFP.ZNF532.FL	ZNF532.FL	ZNF532	Codebook clone
189	pTH13642	pTH13195	eGFP.SALL3.FL	SALL3.FL	SALL3	Codebook clone
190	pTH13710	pTH13195	eGFP.ZNF536.FL	ZNF536.FL	ZNF536	Codebook clone
191	pTH13667	pTH13195	eGFP.ZNF208.FL	ZNF208.FL	ZNF208	Codebook clone
192	pTH13719	pTH13195	eGFP.ZNF592.FL	ZNF592.FL	ZNF592	Codebook clone
193	pTH13755	pTH13195	eGFP.ZNF729.FL	ZNF729.FL	ZNF729	Codebook clone
194	pTH13653	pTH13195	eGFP.ZFAT.FL	ZFAT.FL	ZFAT	Codebook clone
195	pTH13801	pTH13195	eGFP.CAMTA2.FL	CAMTA2.FL	CAMTA2	Codebook clone
196	pTH13646	pTH13195	eGFP.ZBTB40.FL	ZBTB40.FL	ZBTB40	Codebook clone
197	pTH13739	pTH13195	eGFP.ZNF687.FL	ZNF687.FL	ZNF687	Codebook clone
198	pTH13767	pTH13195	eGFP.ZNF804A.FL	ZNF804A.FL	ZNF804A	Codebook clone
199	pTH13782	pTH13195	eGFP.ZNF91.FL	ZNF91.FL	ZNF91	Codebook clone
200	pTH13602	pTH13195	eGFP.ZBED4.FL	ZBED4.FL	ZBED4	Codebook clone
201	pTH13706	pTH13195	eGFP.ZNF516.FL	ZNF516.FL	ZNF516	Codebook clone
202	pTH13804	pTH13195	eGFP.KDM2A.FL	KDM2A.FL	KDM2A	Codebook clone
203	pTH13634	pTH13195	eGFP.PRDM10.FL	PRDM10.FL	PRDM10	Codebook clone
204	pTH13847	pTH13195	eGFP.AEBP1.FL	AEBP1.FL	AEBP1	Codebook clone
205	pTH13656	pTH13195	eGFP.ZFPM2.FL	ZFPM2.FL	ZFPM2	Codebook clone
206	pTH13632	pTH13195	eGFP.MYT1.FL	MYT1.FL	MYT1	Codebook clone
207	pTH13817	pTH13195	eGFP.ADNP2.FL	ADNP2.FL	ADNP2	Codebook clone
208	pTH13731	pTH13195	eGFP.ZNF654.FL	ZNF654.FL	ZNF654	Codebook clone
209	pTH13845	pTH13195	eGFP.NFX1.FL	NFX1.FL	NFX1	Codebook clone
210	pTH13816	pTH13195	eGFP.ADNP.FL	ADNP.FL	ADNP	Codebook clone
211	pTH13894	pTH13195	eGFP.TMF1.FL	TMF1.FL	TMF1	Codebook clone
212	pTH13777	pTH13195	eGFP.ZNF850.FL	ZNF850.FL	ZNF850	Codebook clone
213	pTH13770	pTH13195	eGFP.ZNF827.FL	ZNF827.FL	ZNF827	Codebook clone
214	pTH13707	pTH13195	eGFP.ZNF518B.FL	ZNF518B.FL	ZNF518B	Codebook clone
215	pTH13895	pTH13195	eGFP.TSC22D1.FL	TSC22D1.FL	TSC22D1	Codebook clone
216	pTH13779	pTH13195	eGFP.ZNF865.FL	ZNF865.FL	ZNF865	Codebook clone
217	pTH13599	pTH13195	eGFP.SGSM2.FL	SGSM2.FL	SGSM2	Codebook clone
218	pTH13879	pTH13195	eGFP.RAG1.FL	RAG1.FL	RAG1	Codebook clone
219	pTH13645	pTH13195	eGFP.TSHZ2.FL	TSHZ2.FL	TSHZ2	Codebook clone
220	pTH14546	pTH13195	eGFP.PHF20.FL	PHF20.FL	PHF20	Codebook clone
221	pTH13655	pTH13195	eGFP.ZFPM1.FL	ZFPM1.FL	ZFPM1	Codebook clone
222	pTH13830	pTH13195	eGFP.MBD6.FL	MBD6.FL	MBD6	Codebook clone
223	pTH13677	pTH13195	eGFP.ZNF280D.FL	ZNF280D.FL	ZNF280D	Codebook clone
224	pTH13776	pTH13195	eGFP.ZNF845.FL	ZNF845.FL	ZNF845	Codebook clone
225	pTH13823	pTH13195	eGFP.ZHX3.FL	ZHX3.FL	ZHX3	Codebook clone
226	pTH13704	pTH13195	eGFP.ZNF507.FL	ZNF507.FL	ZNF507	Codebook clone
227	pTH13724	pTH13195	eGFP.ZNF618.FL	ZNF618.FL	ZNF618	Codebook clone
228	pTH13883	pTH13195	eGFP.SAFB2.FL	SAFB2.FL	SAFB2	Codebook clone
229	pTH13850	pTH13195	eGFP.CC2D1A.FL	CC2D1A.FL	CC2D1A	Codebook clone
230	pTH13812	pTH13195	eGFP.GTF2IRD2.FL	GTF2IRD2.FL	GTF2IRD2	Codebook clone
231	pTH13813	pTH13195	eGFP.GTF2IRD2B.FL	GTF2IRD2B.FL	GTF2IRD2B	Codebook clone
232	pTH13773	pTH13195	eGFP.ZNF836.FL	ZNF836.FL	ZNF836	Codebook clone
233	pTH13774	pTH13195	eGFP.ZNF841.FL	ZNF841.FL	ZNF841	Codebook clone
234	pTH13751	pTH13195	eGFP.ZNF721.FL	ZNF721.FL	ZNF721	Codebook clone
235	pTH13507	pTH13195	eGFP.SAFB.FL	SAFB.FL	SAFB	Codebook clone
236	pTH13882	pTH13195	eGFP.SAFB.FL	SAFB.FL	SAFB	Codebook clone
237	pTH13846	pTH13195	eGFP.NFXL1.FL	NFXL1.FL	NFXL1	Codebook clone
238	pTH13844	pTH13195	eGFP.MYRFL.FL	MYRFL.FL	MYRFL	Codebook clone
239	pTH13647	pTH13195	eGFP.ZBTB41.FL	ZBTB41.FL	ZBTB41	Codebook clone
240	pTH13843	pTH13195	eGFP.TTF1.FL	TTF1.FL	TTF1	Codebook clone
241	pTH13910	pTH13195	eGFP.THAP9.FL	THAP9.FL	THAP9	Codebook clone
242	pTH13897	pTH13195	eGFP.SP100.FL	SP100.FL	SP100	Codebook clone
243	pTH13624	pTH13195	eGFP.DZIP1.FL	DZIP1.FL	DZIP1	Codebook clone
244	pTH13899	pTH13195	eGFP.SP140.FL	SP140.FL	SP140	Codebook clone
245	pTH13750	pTH13195	eGFP.ZNF717.FL	ZNF717.FL	ZNF717	Codebook clone
246	pTH13791	pTH13195	eGFP.ZXDC.FL	ZXDC.FL	ZXDC	Codebook clone
247	pTH13769	pTH13195	eGFP.ZNF814.FL	ZNF814.FL	ZNF814	Codebook clone
248	pTH13660	pTH13195	eGFP.ZNF107.FL	ZNF107.FL	ZNF107	Codebook clone
249	pTH13720	pTH13195	eGFP.ZNF598.FL	ZNF598.FL	ZNF598	Codebook clone
250	pTH13683	pTH13195	eGFP.ZNF347.FL	ZNF347.FL	ZNF347	Codebook clone
251	pTH13822	pTH13195	eGFP.ZHX2.FL	ZHX2.FL	ZHX2	Codebook clone
252	pTH13763	pTH13195	eGFP.ZNF780B.FL	ZNF780B.FL	ZNF780B	Codebook clone
253	pTH13840	pTH13195	eGFP.MYSM1.FL	MYSM1.FL	MYSM1	Codebook clone
254	pTH13670	pTH13195	eGFP.ZNF229.FL	ZNF229.FL	ZNF229	Codebook clone
255	pTH13619	pTH13195	eGFP.ATMIN.FL	ATMIN.FL	ATMIN	Codebook clone
256	pTH13664	pTH13195	eGFP.ZNF160.FL	ZNF160.FL	ZNF160	Codebook clone
257	pTH13693	pTH13195	eGFP.ZNF43.FL	ZNF43.FL	ZNF43	Codebook clone
258	pTH13622	pTH13195	eGFP.CHAMP1.FL	CHAMP1.FL	CHAMP1	Codebook clone
259	pTH13669	pTH13195	eGFP.ZNF226.FL	ZNF226.FL	ZNF226	Codebook clone
260	pTH13790	pTH13195	eGFP.ZXDB.FL	ZXDB.FL	ZXDB	Codebook clone
261	pTH13789	pTH13195	eGFP.ZXDA.FL	ZXDA.FL	ZXDA	Codebook clone
262	pTH13721	pTH13195	eGFP.ZNF606.FL	ZNF606.FL	ZNF606	Codebook clone
263	pTH13640	pTH13195	eGFP.RBSN.FL	RBSN.FL	RBSN	Codebook clone
264	pTH13700	pTH13195	eGFP.ZNF493.FL	ZNF493.FL	ZNF493	Codebook clone
265	pTH13837	pTH13195	eGFP.DMTF1.FL	DMTF1.FL	DMTF1	Codebook clone
266	pTH13860	pTH13195	eGFP.DACH1.FL	DACH1.FL	DACH1	Codebook clone
267	pTH13649	pTH13195	eGFP.ZBTB47.FL	ZBTB47.FL	ZBTB47	Codebook clone
268	pTH13745	pTH13195	eGFP.ZNF700.FL	ZNF700.FL	ZNF700	Codebook clone
269	pTH13753	pTH13195	eGFP.ZNF726.FL	ZNF726.FL	ZNF726	Codebook clone
270	pTH13885	pTH13195	eGFP.SKI.FL	SKI.FL	SKI	Codebook clone
271	pTH13841	pTH13195	eGFP.TERB1.FL	TERB1.FL	TERB1	Codebook clone
272	pTH13618	pTH13195	eGFP.ANKZF1.FL	ANKZF1.FL	ANKZF1	Codebook clone
273	pTH13758	pTH13195	eGFP.ZNF750.FL	ZNF750.FL	ZNF750	Codebook clone
274	pTH13832	pTH13195	eGFP.SETDB2.FL	SETDB2.FL	SETDB2	Codebook clone
275	pTH13781	pTH13195	eGFP.ZNF888.FL	ZNF888.FL	ZNF888	Codebook clone
276	pTH13696	pTH13195	eGFP.ZNF470.FL	ZNF470.FL	ZNF470	Codebook clone
277	pTH13898	pTH13195	eGFP.SP110.FL	SP110.FL	SP110	Codebook clone
278	pTH13635	pTH13195	eGFP.PRDM13.FL	PRDM13.FL	PRDM13	Codebook clone
279	pTH13869	pTH13195	eGFP.NKRF.FL	NKRF.FL	NKRF	Codebook clone
280	pTH14540	pTH13195	eGFP.ZBTB24.FL	ZBTB24.FL	ZBTB24	Codebook clone
281	pTH13803	pTH13195	eGFP.FBXL19.FL	FBXL19.FL	FBXL19	Codebook clone
282	pTH13603	pTH13195	eGFP.ZBED5.FL	ZBED5.FL	ZBED5	Codebook clone
283	pTH13616	pTH13195	eGFP.AKAP8.FL	AKAP8.FL	AKAP8	Codebook clone
284	pTH13638	pTH13195	eGFP.PRDM8.FL	PRDM8.FL	PRDM8	Codebook clone
285	pTH13713	pTH13195	eGFP.ZNF569.FL	ZNF569.FL	ZNF569	Codebook clone
286	pTH13886	pTH13195	eGFP.SKIL.FL	SKIL.FL	SKIL	Codebook clone
287	pTH13705	pTH13195	eGFP.ZNF510.FL	ZNF510.FL	ZNF510	Codebook clone
288	pTH13594	pTH13195	eGFP.PHF21A.FL	PHF21A.FL	PHF21A	Codebook clone
289	pTH13733	pTH13195	eGFP.ZNF665.FL	ZNF665.FL	ZNF665	Codebook clone
290	pTH13650	pTH13195	eGFP.ZBTB5.FL	ZBTB5.FL	ZBTB5	Codebook clone
291	pTH13674	pTH13195	eGFP.ZNF251.FL	ZNF251.FL	ZNF251	Codebook clone
292	pTH13672	pTH13195	eGFP.ZNF233.FL	ZNF233.FL	ZNF233	Codebook clone
293	pTH13708	pTH13195	eGFP.ZNF526.FL	ZNF526.FL	ZNF526	Codebook clone
294	pTH13711	pTH13195	eGFP.ZNF551.FL	ZNF551.FL	ZNF551	Codebook clone
295	pTH13775	pTH13195	eGFP.ZNF844.FL	ZNF844.FL	ZNF844	Codebook clone
296	pTH13766	pTH13195	eGFP.ZNF800.FL	ZNF800.FL	ZNF800	Codebook clone
297	pTH13884	pTH13195	eGFP.SCMH1.FL	SCMH1.FL	SCMH1	Codebook clone
298	pTH13778	pTH13195	eGFP.ZNF853.FL	ZNF853.FL	ZNF853	Codebook clone
299	pTH13598	pTH13195	eGFP.FAM200B.FL	FAM200B.FL	FAM200B	Codebook clone
300	pTH13726	pTH13195	eGFP.ZNF630.FL	ZNF630.FL	ZNF630	Codebook clone
301	pTH13833	pTH13195	eGFP.MBD1.FL	MBD1.FL	MBD1	Codebook clone
302	pTH13617	pTH13195	eGFP.AKAP8L.FL	AKAP8L.FL	AKAP8L	Codebook clone
303	pTH13703	pTH13195	eGFP.ZNF503.FL	ZNF503.FL	ZNF503	Codebook clone
304	pTH13757	pTH13195	eGFP.ZNF746.FL	ZNF746.FL	ZNF746	Codebook clone
305	pTH13712	pTH13195	eGFP.ZNF568.FL	ZNF568.FL	ZNF568	Codebook clone
306	pTH13798	pTH13195	eGFP.TIGD5.FL	TIGD5.FL	TIGD5	Codebook clone
307	pTH13734	pTH13195	eGFP.ZNF668.FL	ZNF668.FL	ZNF668	Codebook clone
308	pTH13743	pTH13195	eGFP.ZNF699.FL	ZNF699.FL	ZNF699	Codebook clone
309	pTH13658	pTH13195	eGFP.ZMAT1.FL	ZMAT1.FL	ZMAT1	Codebook clone
310	pTH13808	pTH13195	eGFP.GATAD2A.FL	GATAD2A.FL	GATAD2A	Codebook clone
311	pTH13718	pTH13195	eGFP.ZNF587B.FL	ZNF587B.FL	ZNF587B	Codebook clone
312	pTH13637	pTH13195	eGFP.PRDM5.FL	PRDM5.FL	PRDM5	Codebook clone
313	pTH13811	pTH13195	eGFP.GRHL3.FL	GRHL3.FL	GRHL3	Codebook clone
314	pTH13697	pTH13195	eGFP.ZNF471.FL	ZNF471.FL	ZNF471	Codebook clone
315	pTH13631	pTH13195	eGFP.L3MBTL4.FL	L3MBTL4.FL	L3MBTL4	Codebook clone
316	pTH13661	pTH13195	eGFP.ZNF131.FL	ZNF131.FL	ZNF131	Codebook clone
317	pTH13754	pTH13195	eGFP.ZNF728.FL	ZNF728.FL	ZNF728	Codebook clone
318	pTH13752	pTH13195	eGFP.ZNF724.FL	ZNF724.FL	ZNF724	Codebook clone
319	pTH13859	pTH13195	eGFP.CSRNP3.FL	CSRNP3.FL	CSRNP3	Codebook clone
320	pTH13768	pTH13195	eGFP.ZNF813.FL	ZNF813.FL	ZNF813	Codebook clone
321	pTH14538	pTH13195	eGFP.RFX5.FL	RFX5.FL	RFX5	Codebook clone
322	pTH13786	pTH13195	eGFP.ZSCAN2.FL	ZSCAN2.FL	ZSCAN2	Codebook clone
323	pTH13629	pTH13195	eGFP.KAT7.FL	KAT7.FL	KAT7	Codebook clone
324	pTH13611	pTH13195	eGFP.POGK.FL	POGK.FL	POGK	Codebook clone
325	pTH13784	pTH13195	eGFP.ZSCAN12.FL	ZSCAN12.FL	ZSCAN12	Codebook clone
326	pTH14543	pTH13195	eGFP.CBX2.FL	CBX2.FL	CBX2	Codebook clone
330	pTH14537	pTH13195	eGFP.ELF3.FL	ELF3.FL	ELF3	Codebook clone
332	pTH14545	pTH13195	eGFP.ZNF367.FL	ZNF367.FL	ZNF367	Codebook clone
333	pTH14550	pTH13195	eGFP.ZNF367.FL	ZNF367.FL	ZNF367	Codebook clone
334	pTH14539	pTH13195	eGFP.HMGA1.FL	HMGA1.FL	HMGA1	Codebook clone
345	pTH13921	pTH6838	GST.SCML4.FL	SCML4.FL	SCML4	Codebook clone
372	pTH13948	pTH6838	GST.AC092835.FL	AC092835.FL	AC092835	Codebook clone
378	pTH13954	pTH6838	GST.CASZ1.DBD.1	CASZ1.DBD.1	CASZ1	Codebook clone
379	pTH13955	pTH6838	GST.CASZ1.DBD.2	CASZ1.DBD.2	CASZ1	Codebook clone
386	pTH13962	pTH6838	GST.FAM170A.FL	FAM170A.FL	FAM170A	Codebook clone
387	pTH13963	pTH6838	GST.FAM170A.DBD	FAM170A.DBD	FAM170A	Codebook clone
388	pTH13964	pTH6838	GST.FIZ1.FL	FIZ1.FL	FIZ1	Codebook clone
389	pTH13965	pTH6838	GST.JAZF1.FL	JAZF1.FL	JAZF1	Codebook clone
390	pTH13966	pTH6838	GST.KAT7.DBD	KAT7.DBD	KAT7	Codebook clone
391	pTH13967	pTH6838	GST.KIN.FL	KIN.FL	KIN	Codebook clone
392	pTH13968	pTH6838	GST.KIN.DBD	KIN.DBD	KIN	Codebook clone
393	pTH13969	pTH6838	GST.L3MBTL4.DBD	L3MBTL4.DBD	L3MBTL4	Codebook clone
394	pTH13970	pTH6838	GST.MYT1.DBD.1	MYT1.DBD.1	MYT1	Codebook clone
395	pTH13971	pTH6838	GST.MYT1.DBD.2	MYT1.DBD.2	MYT1	Codebook clone
396	pTH13972	pTH6838	GST.PEG3.DBD.1	PEG3.DBD.1	PEG3	Codebook clone
397	pTH13973	pTH6838	GST.PEG3.DBD.2	PEG3.DBD.2	PEG3	Codebook clone
398	pTH13974	pTH6838	GST.PRDM10.DBD	PRDM10.DBD	PRDM10	Codebook clone
399	pTH13975	pTH6838	GST.PRDM13.DBD	PRDM13.DBD	PRDM13	Codebook clone
