num	tf	experiment_type	dataset	final_verdict
1976	DACH1	HTS-IVT	YWF_A_CC40NCCAATA	bad
1969	DACH1	AFS-GFPIVT	YWM_B_AffSeq_C7_DACH1-DBD	bad
1977	DACH1	HTS-LYS	YWN_A_TG40NTGTGTT	good
1980	DACH1	PBM	PBM13616	bad
1982	DACH1	SMS	UT380-051	bad
1973	DACH1	HTS-GFPIVT	YWM_A_AT40NGAGAGG	bad
1974	DACH1	HTS-GFPIVT	YWM_A_CC40NTGAGTA	good
1975	DACH1	HTS-GFPIVT	YWM_A_CT40NGCGCTA	bad
1970	DACH1	AFS-GFPIVT	YWM_B_AffSeq_D7_DACH1-FL	bad
1971	DACH1	AFS-LYS	YWN_B_AffSeq_H6_DACH1-FL	bad
1978	DACH1	HTS-LYS	YWO_A_TG40NTGTGTT	good
1972	DACH1	AFS-LYS	YWO_B_AffSeq_H6_DACH1-FL	bad
2018	DACH2	SMS	UT380-053	bad
2019	DACH2	SMS	UT380-053-2	bad
2004	DACH2	AFS-IVT	YWJ_B_AffSeq_F05_DACH2_DBD	bad
2002	DACH2	AFS-GFPIVT	YWM_B_AffSeq_E7_DACH2-DBD	bad
2007	DACH2	CHS	THC_0542	bad
2014	DACH2	PBM	PBM13601	bad
2015	DACH2	PBM	PBM13602	bad
2016	DACH2	PBM	PBM13617	bad
2017	DACH2	PBM	PBM13618	bad
2020	DACH2	SMS	UT380-054	bad
2010	DACH2	HTS-IVT	YWJ_A_GA40NACTTTG	bad
2011	DACH2	HTS-IVT	YWJ_A_GT40NGGCATT	good
2008	DACH2	HTS-GFPIVT	YWM_A_GC40NTCTCTT	good
2009	DACH2	HTS-GFPIVT	YWM_A_GT40NTGTGGA	bad
2003	DACH2	AFS-GFPIVT	YWM_B_AffSeq_F7_DACH2-FL	bad
2012	DACH2	HTS-LYS	YWN_A_GT40NGTTCTC	bad
2005	DACH2	AFS-LYS	YWN_B_AffSeq_F6_DACH2-FL	bad
2013	DACH2	HTS-LYS	YWO_A_GT40NGTTCTC	bad
2006	DACH2	AFS-LYS	YWO_B_AffSeq_F6_DACH2-FL	bad
2066	DMRTB1	PBM	PBM13593	dunno
2067	DMRTB1	PBM	PBM13594	dunno
2068	DMRTB1	PBM	PBM13609	dunno
2069	DMRTB1	PBM	PBM13610	dunno
2058	DMRTB1	CHS	THC_0327.Rep-DIANA_0293	dunno
2059	DMRTB1	CHS	THC_0327.Rep-MICHELLE_0314	dunno
2060	DMRTB1	CHS	THC_0382.Rep-DIANA_0293	dunno
2061	DMRTB1	CHS	THC_0382.Rep-MICHELLE_0314	dunno
2070	DMRTB1	SMS	UT380-055	dunno
2071	DMRTB1	SMS	UT380-055-2	dunno
2063	DMRTB1	HTS-IVT	YWC_B_GA40NGAGCTG	dunno
2064	DMRTB1	HTS-IVT	YWC_B_GT40NACGATC	dunno
2065	DMRTB1	HTS-LYS	YWD_A_CA40NGCCTTT	dunno
2057	DMRTB1	AFS-LYS	YWD_B_AffSeq_C06_DMRTB1	dunno
2062	DMRTB1	HTS-GFPIVT	YWM_A_TC40NTGCATA	dunno
2056	DMRTB1	AFS-GFPIVT	YWM_B_AffSeq_G7_DMRTB1-FL	dunno
3522	DMTF1	SMS	UT380-056-1	bad
3520	DMTF1	PBM	PBM13662	good
3521	DMTF1	PBM	PBM13678	good
3514	DMTF1	CHS	THC_0709	good
3515	DMTF1	CHS	THC_0805	good
3523	DMTF1	SMS	UT380-056-2	good
3524	DMTF1	SMS	UT380-057	good
3518	DMTF1	HTS-IVT	YWC_B_CA40NGCCTTT	bad
3519	DMTF1	HTS-LYS	YWL_A_AC40NTCCTTG	good
3513	DMTF1	AFS-LYS	YWL_B_AffSeq_A12_DMTF1	good
3516	DMTF1	HTS-GFPIVT	YWM_A_AC40NGTTCGA	good
3517	DMTF1	HTS-GFPIVT	YWM_A_TG40NTCTTGC	bad
3512	DMTF1	AFS-GFPIVT	YWM_B_AffSeq_A8_DMTF1-FL	good
1338	DNTTIP1	HTS-LYS	YWD_A_CA40NTCGATG	bad
1341	DNTTIP1	HTS-LYS	YWG_A_AC40NGTATGA	bad
1336	DNTTIP1	HTS-IVT	YWH_A_CG40NGTTATT	bad
1337	DNTTIP1	HTS-IVT	YWH_A_GA40NCTGATT	bad
1330	DNTTIP1	AFS-IVT	YWH_B_AffSeq_E01_DNTTIP1_DBD	bad
1333	DNTTIP1	CHS	THC_0087	good
1334	DNTTIP1	CHS	THC_0152	good
1339	DNTTIP1	HTS-LYS	YWD_A_GG40NTAGTTT	good
1332	DNTTIP1	AFS-LYS	YWD_B_AffSeq_F03_DNTTIP1	good
1335	DNTTIP1	HTS-GFPIVT	YWM_A_AT40NTCCCGA	good
1342	DNTTIP1	PBM	PBM13561	bad
1343	DNTTIP1	PBM	PBM13562	bad
1344	DNTTIP1	PBM	PBM13577	bad
1345	DNTTIP1	PBM	PBM13578	bad
1331	DNTTIP1	AFS-LYS	YWD_B_AffSeq_C01_ZNF428	bad
1340	DNTTIP1	HTS-LYS	YWG_A_AA40NTATCGC	bad
1329	DNTTIP1	AFS-GFPIVT	YWM_B_AffSeq_B8_DNTTIP1-FL	bad
2655	DOT1L	CHS	THC_0658	bad
2656	DOT1L	CHS	THC_0754	bad
2657	DOT1L	HTS-LYS	YWN_A_TA40NCGTCGG	bad
2653	DOT1L	AFS-LYS	YWN_B_AffSeq_G1_DOT1L	bad
2658	DOT1L	HTS-LYS	YWO_A_TA40NCGTCGG	bad
2654	DOT1L	AFS-LYS	YWO_B_AffSeq_G1_DOT1L	bad
2263	DR1	CHS	THC_0638	bad
2264	DR1	HTS-GFPIVT	YWM_A_CC40NCCAATA	bad
2266	DR1	HTS-LYS	YWN_A_TA40NGCTGTA	bad
2267	DR1	HTS-LYS	YWO_A_TA40NGCTGTA	bad
2268	DR1	PBM	PBM13721	bad
2269	DR1	PBM	PBM13737	bad
2265	DR1	HTS-IVT	YWE_A_CT40NTGTCTG	bad
3703	DRAP1	CHS	THC_0543	bad
3704	DRAP1	CHS	THC_0830	bad
3701	DRAP1	AFS-LYS	YWK_B_AffSeq_F10_DRAP1	bad
3702	DRAP1	AFS-LYS	YWK_D_AffSeq_F10_DRAP1	bad
3709	DRAP1	PBM	PBM13603	bad
3710	DRAP1	PBM	PBM13619	bad
3706	DRAP1	HTS-IVT	YWJ_A_TA40NGAGGGT	bad
3707	DRAP1	HTS-LYS	YWK_A_GT40NCATTCT	bad
3708	DRAP1	HTS-LYS	YWK_C_GT40NCATTCT	bad
3705	DRAP1	HTS-GFPIVT	YWM_A_CT40NTGTCTG	bad
3700	DRAP1	AFS-GFPIVT	YWM_B_AffSeq_D8_DRAP1-FL	bad
4035	DZIP1	PBM	PBM13568	bad
4036	DZIP1	PBM	PBM13584	bad
4030	DZIP1	CHS	THC_0192	bad
4037	DZIP1	SMS	UT380-062	bad
4038	DZIP1	SMS	UT380-062-2	bad
4033	DZIP1	HTS-IVT	YWH_A_TA40NAGGCTT	bad
4028	DZIP1	AFS-IVT	YWH_B_AffSeq_G03_DZIP1_DBD	bad
4034	DZIP1	HTS-LYS	YWL_A_TA40NCGTCGG	bad
4029	DZIP1	AFS-LYS	YWL_B_AffSeq_G1_DZIP1	bad
4031	DZIP1	HTS-GFPIVT	YWM_A_GC40NCTTGTA	bad
4032	DZIP1	HTS-GFPIVT	YWM_A_GT40NGAAGTA	bad
4026	DZIP1	AFS-GFPIVT	YWM_B_AffSeq_E8_DZIP1-DBD	bad
4027	DZIP1	AFS-GFPIVT	YWM_B_AffSeq_F8_DZIP1-FL	bad
945	EEA1	SMS	UT380-063-2	bad
942	EEA1	PBM	PBM13569	bad
943	EEA1	PBM	PBM13585	bad
944	EEA1	SMS	UT380-063	bad
946	EEA1	SMS	UT380-063-3	bad
941	EEA1	HTS-IVT	YWH_A_TG40NTGATCT	bad
940	EEA1	HTS-GFPIVT	YWM_A_TC40NGCGATT	bad
1901	ELF3	SMS	UT380-064-2	bad
1896	ELF3	CHS	THC_0187	good
1897	ELF3	CHS	THC_0195	good
1900	ELF3	SMS	UT380-064	good
1899	ELF3	HTS-LYS	YWD_A_AG40NTCGACT	good
1895	ELF3	AFS-LYS	YWD_B_AffSeq_B01_ELF3	good
1898	ELF3	HTS-GFPIVT	YWM_A_TG40NCTGTGG	good
1894	ELF3	AFS-GFPIVT	YWM_B_AffSeq_H8_ELF3-FL	good
305	FAM170A	HTS-IVT	YWH_A_AA40NGTGGTC	bad
306	FAM170A	HTS-IVT	YWH_A_AG40NTGGCTA	bad
309	FAM170A	SMS	UT380-065	bad
310	FAM170A	SMS	UT380-065-2	bad
311	FAM170A	SMS	UT380-065-3	bad
307	FAM170A	HTS-LYS	YWK_A_CT40NTGTCTG	bad
303	FAM170A	AFS-LYS	YWK_B_AffSeq_D8_FAM170A	bad
308	FAM170A	HTS-LYS	YWK_C_CT40NTGTCTG	bad
304	FAM170A	HTS-GFPIVT	YWM_A_AC40NGCTGCT	bad
302	FAM170A	AFS-GFPIVT	YWM_B_AffSeq_A9_FAM170A-FL	bad
22	FAM200B	HTS-IVT	YWC_A_TC40NACGGGA	good
21	FAM200B	HTS-GFPIVT	YWM_A_CC40NGACATG	good
17	FAM200B	AFS-GFPIVT	YWM_B_AffSeq_C9_FAM200B-FL	bad
23	FAM200B	PBM	PBM13691	good
24	FAM200B	PBM	PBM13707	good
18	FAM200B	CHS	THC_0886	good
19	FAM200B	CHS	THC_0887	good
25	FAM200B	SMS	UT380-066-1	good
26	FAM200B	SMS	UT380-066-2	good
20	FAM200B	HTS-GFPIVT	YWM_A_AT40NAGCCTC	good
16	FAM200B	AFS-GFPIVT	YWM_B_AffSeq_B9_FAM200B-DBD	good
63	FBXL19	HTS-GFPIVT	YWM_A_CT40NCTACTT	bad
64	FBXL19	HTS-GFPIVT	YWM_A_GC40NAGAGTT	bad
68	FBXL19	PBM	PBM13921	good
69	FBXL19	PBM	PBM13937	good
61	FBXL19	CHS	THC_0240	good
62	FBXL19	CHS	THC_0248	good
70	FBXL19	SMS	UT380-068-1	good
71	FBXL19	SMS	UT380-068-2	good
66	FBXL19	HTS-IVT	YWC_B_AG40NTGGCTA	good
67	FBXL19	HTS-LYS	YWL_A_GG40NGGTTTA	good
60	FBXL19	AFS-LYS	YWL_B_AffSeq_F2_FBXL19	good
58	FBXL19	AFS-GFPIVT	YWM_B_AffSeq_E9_FBXL19-FL	bad
65	FBXL19	HTS-GFPIVT	YWQ_A_TG40NCATATG	good
59	FBXL19	AFS-GFPIVT	YWQ_B_AffSeq_H4_FBXL19-DBD	bad
2438	FIZ1	SMS	UT380-070	bad
2429	FIZ1	AFS-GFPIVT	YWM_B_AffSeq_F9_FIZ1-FL	bad
2432	FIZ1	CHS	THC_0662	good
2433	FIZ1	CHS	THC_0758	good
2439	FIZ1	SMS	UT380-070-2	good
2435	FIZ1	HTS-IVT	YWF_A_GA40NCTGATT	bad
2436	FIZ1	HTS-LYS	YWK_A_TC40NGCGATT	good
2430	FIZ1	AFS-LYS	YWK_B_AffSeq_G8_FIZ1	good
2437	FIZ1	HTS-LYS	YWK_C_TC40NGCGATT	good
2431	FIZ1	AFS-LYS	YWK_D_AffSeq_G8_FIZ1	good
2434	FIZ1	HTS-GFPIVT	YWM_A_GT40NTTGGTG	bad
1799	FLI1	PBM	PBM14335	good
1800	FLI1	PBM	PBM14351	good
1792	FLI1	CHS	THC_0868	good
1793	FLI1	CHS	THC_0870	good
1794	FLI1	HTS-IVT	YWC_B_AC40NGCTGCT	good
1787	FLI1	AFS-IVT	YWC_C_AffSeq_A09_FLI1	good
1795	FLI1	HTS-IVT	YWF_A_AT40NCCTTGG	good
1788	FLI1	AFS-IVT	YWF_B_AffSeq_B12_FLI1	good
1796	FLI1	HTS-LYS	YWL_A_GT40NGAAGTA	good
1789	FLI1	AFS-LYS	YWL_B_AffSeq_F8_FLI1	good
1797	FLI1	HTS-LYS	YWN_A_GT40NCATTCT	good
1790	FLI1	AFS-LYS	YWN_B_AffSeq_F10_FLI1	good
1798	FLI1	HTS-LYS	YWO_A_GT40NCATTCT	good
1791	FLI1	AFS-LYS	YWO_B_AffSeq_F10_FLI1	good
4105	FLYWCH1	PBM	PBM13924	bad
4104	FLYWCH1	HTS-LYS	YWK_C_CT40NTTGCGC	bad
4096	FLYWCH1	AFS-LYS	YWK_D_AffSeq_D6_FLYWCH1	good
4106	FLYWCH1	PBM	PBM13940	good
4107	FLYWCH1	PBM	PBM14312	bad
4097	FLYWCH1	CHS	THC_0335.Rep-DIANA_0293	good
4098	FLYWCH1	CHS	THC_0335.Rep-MICHELLE_0314	good
4099	FLYWCH1	CHS	THC_0390.Rep-DIANA_0293	good
4100	FLYWCH1	CHS	THC_0390.Rep-MICHELLE_0314	good
4108	FLYWCH1	SMS	UT380-071	bad
4102	FLYWCH1	HTS-IVT	YWC_B_TA40NTTTGCG	bad
4103	FLYWCH1	HTS-LYS	YWK_A_CT40NTTGCGC	bad
4095	FLYWCH1	AFS-LYS	YWK_B_AffSeq_D6_FLYWCH1	good
4101	FLYWCH1	HTS-GFPIVT	YWM_A_TC40NTTCCGG	good
4094	FLYWCH1	AFS-GFPIVT	YWM_B_AffSeq_G9_FLYWCH1-FL	good
741	FOSL2	AFS-IVT	YWF_B_AffSeq_H11_FOSL2	bad
747	FOSL2	PBM	PBM14331	good
748	FOSL2	PBM	PBM14347	good
749	FOSL2	SMS	SRR3405112	good
743	FOSL2	CHS	THC_0523	good
744	FOSL2	CHS	THC_0619	good
745	FOSL2	HTS-IVT	YWF_A_TT40NTAGCAG	good
746	FOSL2	HTS-LYS	YWL_A_TG40NGACCTT	good
742	FOSL2	AFS-LYS	YWL_B_AffSeq_H5_FOSL2	good
277	GABPA	AFS-IVT	YWE_B_AffSeq_C12_GABPA	good
283	GABPA	PBM	PBM14336	good
284	GABPA	PBM	PBM14352	good
279	GABPA	CHS	THC_0864	good
280	GABPA	CHS	THC_0866	good
281	GABPA	HTS-IVT	YWE_A_CG40NAATAGC	good
282	GABPA	HTS-LYS	YWL_A_TC40NGCGATT	good
278	GABPA	AFS-LYS	YWL_B_AffSeq_G8_GABPA	good
3593	GATAD2A	PBM	PBM13627	bad
3594	GATAD2A	PBM	PBM13643	bad
3586	GATAD2A	CHS	THC_0608	bad
3595	GATAD2A	SMS	UT380-073	bad
3590	GATAD2A	HTS-IVT	YWI_A_AT40NCCTTGG	bad
3587	GATAD2A	HTS-GFPIVT	YWM_A_AC40NGATGTT	bad
3588	GATAD2A	HTS-GFPIVT	YWM_A_TG40NCCATTT	good
3582	GATAD2A	AFS-GFPIVT	YWM_B_AffSeq_A10_GATAD2A-FL	bad
3583	GATAD2A	AFS-GFPIVT	YWM_B_AffSeq_H9_GATAD2A-DBD	good
3591	GATAD2A	HTS-LYS	YWN_A_AA40NGTGGTG	bad
3584	GATAD2A	AFS-LYS	YWN_B_AffSeq_A6_GATAD2A-FL	bad
3592	GATAD2A	HTS-LYS	YWO_A_AA40NGTGGTG	bad
3585	GATAD2A	AFS-LYS	YWO_B_AffSeq_A6_GATAD2A-FL	bad
3589	GATAD2A	HTS-GFPIVT	YWP_A_AA40NTATCGC	bad
560	GATAD2B	CHS	THC_0398.Rep-DIANA_0293	bad
561	GATAD2B	CHS	THC_0398.Rep-MICHELLE_0314	bad
559	GATAD2B	AFS-LYS	YWD_B_AffSeq_E12_GATAD2B	bad
558	GATAD2B	AFS-GFPIVT	YWM_B_AffSeq_C10_GATAD2B-FL	bad
569	GATAD2B	PBM	PBM13628	bad
570	GATAD2B	PBM	PBM13629	bad
571	GATAD2B	PBM	PBM13644	bad
572	GATAD2B	PBM	PBM13645	bad
573	GATAD2B	SMS	UT380-075	bad
566	GATAD2B	HTS-LYS	YWD_A_GG40NGTGAGA	bad
567	GATAD2B	HTS-LYS	YWG_A_TA40NAGGCTT	bad
568	GATAD2B	HTS-LYS	YWG_A_TC40NTTCCGG	bad
564	GATAD2B	HTS-IVT	YWI_A_CG40NAATAGC	bad
565	GATAD2B	HTS-IVT	YWI_A_GA40NTGTATC	bad
562	GATAD2B	HTS-GFPIVT	YWM_A_AT40NTCTGTC	bad
563	GATAD2B	HTS-GFPIVT	YWM_A_CC40NTTGTTA	bad
880	GCM1	PBM	PBM14343	good
881	GCM1	PBM	PBM14359	good
882	GCM1	SMS	SRR3405056	good
875	GCM1	CHS	THC_0525	good
876	GCM1	CHS	THC_0621	good
877	GCM1	HTS-IVT	YWF_A_TA40NGTTAGC	good
872	GCM1	AFS-IVT	YWF_B_AffSeq_F12_GCM1	good
878	GCM1	HTS-LYS	YWK_A_TC40NTAAGTG	good
873	GCM1	AFS-LYS	YWK_B_AffSeq_G12_GCM1	good
879	GCM1	HTS-LYS	YWK_C_TC40NTAAGTG	good
874	GCM1	AFS-LYS	YWK_D_AffSeq_G12_GCM1	good
3024	GFP	HTS-LYS	YWG_A_CG40NGTTATT	bad
3025	GFP	HTS-LYS	YWG_A_CT40NGCGCTA	bad
3026	GFP	HTS-LYS	YWK_A_CA40NCTTTGA	bad
3027	GFP	HTS-LYS	YWK_C_CA40NCTTTGA	bad
3028	GFP	HTS-LYS	YWL_A_CC40NTGAGTA	bad
3029	GFP	HTS-LYS	YWN_A_TT40NCTCGTC	bad
3022	GFP	AFS-LYS	YWN_B_AffSeq_H12_GFP	bad
3030	GFP	HTS-LYS	YWO_A_TT40NCTCGTC	bad
3023	GFP	AFS-LYS	YWO_B_AffSeq_H12_GFP	bad
2257	GLI4	AFS-LYS	AATA_AffSeq_D5_GLI4	good
2260	GLI4	HTS-IVT	AATB_A_AA40NTATCGC	bad
2262	GLI4	HTS-LYS	YWD_A_AA40NTATCGC	bad
2258	GLI4	AFS-LYS	YWD_B_AffSeq_A01_GLI4	bad
2261	GLI4	HTS-LYS	AAT_A_CT40NCTACTT	good
2259	GLI4	CHS	SI0368	good
3510	GLMP	PBM	PBM13635	bad
3511	GLMP	PBM	PBM13651	bad
3508	GLMP	HTS-IVT	YWJ_A_TG40NGACCTT	bad
3509	GLMP	HTS-LYS	YWL_A_GC40NTCTCTT	bad
3506	GLMP	AFS-LYS	YWL_B_AffSeq_E7_GLMP	bad
3507	GLMP	HTS-GFPIVT	YWM_A_CT40NGTTGGG	bad
1862	GLYR1	CHS	THC_0088	bad
1863	GLYR1	CHS	THC_0148	bad
1864	GLYR1	CHS	THC_0184	bad
1876	GLYR1	SMS	UT380-077	bad
1879	GLYR1	SMS	UT380-078-2	bad
1868	GLYR1	HTS-IVT	YWC_B_TC40NGGCTGT	bad
1861	GLYR1	AFS-LYS	YWD_B_AffSeq_D04_GLYR1	bad
1870	GLYR1	PBM	PBM13625	good
1871	GLYR1	PBM	PBM13626	good
1872	GLYR1	PBM	PBM13641	good
1873	GLYR1	PBM	PBM13642	good
1874	GLYR1	PBM	PBM14681	good
1875	GLYR1	PBM	PBM14697	good
1877	GLYR1	SMS	UT380-077-2	bad
1878	GLYR1	SMS	UT380-078	bad
1867	GLYR1	HTS-IVT	YWC_B_TA40NCGTCGG	bad
1869	GLYR1	HTS-LYS	YWD_A_CT40NCGGAGA	bad
1865	GLYR1	HTS-GFPIVT	YWM_A_GC40NATTTGC	bad
1866	GLYR1	HTS-GFPIVT	YWM_A_GT40NCATTCT	bad
1859	GLYR1	AFS-GFPIVT	YWM_B_AffSeq_E10_GLYR1-DBD	bad
1860	GLYR1	AFS-GFPIVT	YWM_B_AffSeq_F10_GLYR1-FL	bad
1390	GPBP1	PBM	PBM13722	dunno
1391	GPBP1	PBM	PBM13738	dunno
1393	GPBP1	PBM	PBM13781	bad
1392	GPBP1	PBM	PBM13765	bad
1387	GPBP1	HTS-IVT	YWC_B_TA40NGCTGTA	bad
1388	GPBP1	HTS-IVT	YWF_A_CT40NTGTCTG	bad
1389	GPBP1	HTS-LYS	YWL_A_AT40NGAGAGG	bad
1385	GPBP1	AFS-LYS	YWL_B_AffSeq_B7_GPBP1	bad
1386	GPBP1	HTS-GFPIVT	YWM_A_TC40NAATCTC	bad
1384	GPBP1	AFS-GFPIVT	YWM_B_AffSeq_G10_GPBP1-FL	bad
3438	GPBP1L1	PBM	PBM13723	bad
3439	GPBP1L1	PBM	PBM13739	bad
3436	GPBP1L1	HTS-IVT	YWE_A_GC40NCTTGTA	bad
3437	GPBP1L1	HTS-LYS	YWL_A_TG40NCCATTT	bad
3434	GPBP1L1	AFS-LYS	YWL_B_AffSeq_H9_GPBP1L1	bad
3435	GPBP1L1	HTS-GFPIVT	YWM_A_TT40NTACAGC	bad
3433	GPBP1L1	AFS-GFPIVT	YWM_B_AffSeq_H10_GPBP1L1-FL	bad
1494	GRHL3	SMS	UT380-082	bad
1487	GRHL3	HTS-GFPIVT	YWQ_A_AT40NTCCCGA	bad
1484	GRHL3	AFS-GFPIVT	YWQ_B_AffSeq_G3_GRHL3-FL	bad
1492	GRHL3	PBM	PBM13630	good
1493	GRHL3	PBM	PBM13646	good
1489	GRHL3	HTS-IVT	YWC_B_AG40NGCTCTG	good
1490	GRHL3	HTS-LYS	YWK_A_GC40NTATAGG	bad
1485	GRHL3	AFS-LYS	YWK_B_AffSeq_E6_GRHL3	bad
1491	GRHL3	HTS-LYS	YWK_C_GC40NTATAGG	bad
1486	GRHL3	AFS-LYS	YWK_D_AffSeq_E6_GRHL3	bad
1488	GRHL3	HTS-GFPIVT	YWQ_A_TA40NAGGCTT	bad
1483	GRHL3	AFS-GFPIVT	YWQ_B_AffSeq_B8_GRHL3-DBD	bad
3227	GTF2IRD2	SMS	UT380-083	bad
3228	GTF2IRD2	SMS	UT380-084	bad
3222	GTF2IRD2	HTS-GFPIVT	YWP_A_GT40NCATTCT	bad
3223	GTF2IRD2	HTS-GFPIVT	YWQ_A_TG40NCCATTT	bad
3218	GTF2IRD2	AFS-GFPIVT	YWQ_B_AffSeq_H9_GTF2IRD2-FL	bad
3221	GTF2IRD2	CHS	THC_0420.Rep-MICHELLE_0314	good
3225	GTF2IRD2	HTS-LYS	YWK_A_GT40NGTTCTC	good
3219	GTF2IRD2	AFS-LYS	YWK_B_AffSeq_F6_GTF2IRD2	dunno
3226	GTF2IRD2	HTS-LYS	YWK_C_GT40NGTTCTC	good
3220	GTF2IRD2	AFS-LYS	YWK_D_AffSeq_F6_GTF2IRD2	dunno
3224	GTF2IRD2	HTS-IVT	YWI_A_GG40NGTGAGA	bad
3217	GTF2IRD2	AFS-GFPIVT	YWP_B_AffSeq_F10_GTF2IRD2-DBD	bad
32	GTF2IRD2B	PBM	PBM13926	bad
33	GTF2IRD2B	PBM	PBM13942	bad
34	GTF2IRD2B	SMS	UT380-085	bad
35	GTF2IRD2B	SMS	UT380-086	dunno
30	GTF2IRD2B	HTS-IVT	YWI_A_TA40NGTTAGC	bad
31	GTF2IRD2B	HTS-LYS	YWL_A_CA40NCTTTGA	bad
28	GTF2IRD2B	HTS-GFPIVT	YWP_A_GC40NTATAGG	bad
27	GTF2IRD2B	AFS-GFPIVT	YWP_B_AffSeq_E6_GTF2IRD2B-DBD	bad
29	GTF2IRD2B	HTS-GFPIVT	YWR_A_AA40NTATCGC	bad
493	HMG20A	PBM	PBM13631	good
494	HMG20A	PBM	PBM13632	good
495	HMG20A	PBM	PBM13647	good
497	HMG20A	PBM	PBM13976	good
485	HMG20A	CHS	THC_0288.Rep-DIANA_0293	bad
486	HMG20A	CHS	THC_0288.Rep-MICHELLE_0314	bad
487	HMG20A	CHS	THC_0434.Rep-DIANA_0293	bad
488	HMG20A	CHS	THC_0434.Rep-MICHELLE_0314	bad
498	HMG20A	SMS	UT380-087	bad
483	HMG20A	AFS-GFPIVT	YWQ_B_AffSeq_G10_HMG20A-FL	bad
496	HMG20A	PBM	PBM13648	bad
490	HMG20A	HTS-IVT	YWC_B_CA40NCTTTGA	bad
491	HMG20A	HTS-IVT	YWC_B_CT40NTCTAGT	bad
492	HMG20A	HTS-LYS	YWL_A_TG40NTGATCT	bad
484	HMG20A	AFS-LYS	YWL_B_AffSeq_H3_HMG20A	bad
489	HMG20A	HTS-GFPIVT	YWQ_A_TC40NAATCTC	good
2825	HMGA1	AFS-GFPIVT	YWP_B_AffSeq_E1_HMGA1-FL	bad
2827	HMGA1	SMS	UT380-088	bad
2826	HMGA1	HTS-GFPIVT	YWP_A_GA40NCTGATT	good
3916	HMGN3	PBM	PBM13703	bad
3917	HMGN3	PBM	PBM13719	bad
3918	HMGN3	SMS	UT380-089	bad
3914	HMGN3	HTS-IVT	YWI_A_TC40NTAAGTG	bad
3911	HMGN3	AFS-IVT	YWI_B_AffSeq_G12_HMGN3_FL	bad
3915	HMGN3	HTS-LYS	YWL_A_AA40NGTGGTC	bad
3912	HMGN3	AFS-LYS	YWL_B_AffSeq_A4_HMGN3	bad
3913	HMGN3	HTS-GFPIVT	YWP_A_CG40NGTTATT	bad
3910	HMGN3	AFS-GFPIVT	YWP_B_AffSeq_D1_HMGN3-FL	bad
2497	HSFX1	PBM	PBM13649	bad
2498	HSFX1	PBM	PBM13854	bad
2496	HSFX1	PBM	PBM13633	bad
2499	HSFX1	PBM	PBM13870	bad
2500	HSFX1	SMS	UT380-090	bad
2492	HSFX1	HTS-IVT	YWE_A_GC40NTCTCTT	bad
2493	HSFX1	HTS-IVT	YWJ_A_GG40NGGTTTA	bad
2494	HSFX1	HTS-LYS	YWN_A_GC40NTATAGG	bad
2495	HSFX1	HTS-LYS	YWO_A_GC40NTATAGG	bad
2491	HSFX1	HTS-GFPIVT	YWP_A_AG40NGCTCTG	bad
2490	HSFX1	AFS-GFPIVT	YWP_B_AffSeq_B5_HSFX1-FL	bad
1731	HSFX2	PBM	PBM13634	bad
1732	HSFX2	PBM	PBM13650	bad
1734	HSFX2	PBM	PBM13676	bad
1735	HSFX2	SMS	UT380-091	bad
1733	HSFX2	PBM	PBM13660	bad
1725	HSFX2	CHS	THC_0705	bad
1726	HSFX2	CHS	THC_0801	bad
1728	HSFX2	HTS-IVT	YWF_A_GC40NTCTCTT	bad
1729	HSFX2	HTS-IVT	YWJ_A_TA40NTCACTC	bad
1730	HSFX2	HTS-LYS	YWL_A_CT40NGCGCTA	bad
1724	HSFX2	AFS-LYS	YWL_B_AffSeq_D7_HSFX2	bad
1727	HSFX2	HTS-GFPIVT	YWP_A_CT40NGTTGGG	bad
1723	HSFX2	AFS-GFPIVT	YWP_B_AffSeq_D10_HSFX2-FL	bad
2988	JAZF1	CHS	THC_0471	bad
2993	JAZF1	SMS	UT380-092	bad
2994	JAZF1	SMS	UT380-092-2	bad
2991	JAZF1	HTS-LYS	YWK_A_AT40NAGCCTC	bad
2987	JAZF1	AFS-LYS	YWK_B_AffSeq_B9_JAZF1	bad
2992	JAZF1	HTS-LYS	YWK_C_AT40NAGCCTC	bad
2990	JAZF1	HTS-IVT	YWE_A_GG40NCGTAGT	bad
2989	JAZF1	HTS-GFPIVT	YWQ_A_TT40NTACAGC	bad
2986	JAZF1	AFS-GFPIVT	YWQ_B_AffSeq_H10_JAZF1-FL	bad
3541	JRK	PBM	PBM13916	bad
3543	JRK	PBM	PBM14310	bad
3539	JRK	PBM	PBM13698	good
3540	JRK	PBM	PBM13714	good
3542	JRK	PBM	PBM13932	good
3529	JRK	CHS	THC_0239	good
3530	JRK	CHS	THC_0247	good
3531	JRK	CHS	THC_0437.Rep-DIANA_0293	good
3532	JRK	CHS	THC_0437.Rep-MICHELLE_0314	good
3544	JRK	SMS	UT380-093	bad
3535	JRK	HTS-IVT	YWC_B_AG40NGGAATC	bad
3536	JRK	HTS-IVT	YWC_B_CA40NAGCGTA	good
3537	JRK	HTS-LYS	YWK_A_TG40NTGATCT	good
3527	JRK	AFS-LYS	YWK_B_AffSeq_H3_JRK	good
3538	JRK	HTS-LYS	YWK_C_TG40NTGATCT	good
