ID	TF	Peaks	RawFiles	macs2-paired-end-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_CPICS	QC.FRiP_GEM	QC.FRiP_MACS2-PEMODE	QC.FRiP_SISSRS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	align_count	read_count	align_percent
EXP950947	NR1H4	PEAKS950947	/SELEX_RawData/Phase4/YWL/YWL_B_NR1H4_AffiSeq_Cycle4_E6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_NR1H4_AffiSeq_Cycle4_E6_Read2.fastq.gz	31460	182	886	309	65	0.081596448209244	0.059509213850498	0.539576831624313	0.08273889136573	0.961411	28.14505	0.981786	84.589316	0.9725202	667318	1420184	47.0
EXP950948	ZGPAT	PEAKS950948	/SELEX_RawData/Phase4/YWL/YWL_B_ZGPAT_AffiSeq_Cycle1_F6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_ZGPAT_AffiSeq_Cycle1_F6_Read2.fastq.gz	15	0	63	8	75	0.000190890965908	0	0.000238024537737	0.003829602711123	0.999853	1.101386	0.999853	6811.419355	0.8519758	925218	1587104	58.3
EXP950949	ZGPAT	PEAKS950949	/SELEX_RawData/Phase4/YWL/YWL_B_ZGPAT_AffiSeq_Cycle2_F6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_ZGPAT_AffiSeq_Cycle2_F6_Read2.fastq.gz	2204	8	283	117	80	0.003125607636118	0.000896762079443	0.017166173786106	0.005691101740415	0.99951	1.311556	0.999516	2089.567073	0.5317965	764244	1912330	40.0
EXP950950	ZGPAT	PEAKS950950	/SELEX_RawData/Phase4/YWL/YWL_B_ZGPAT_AffiSeq_Cycle3_F6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_ZGPAT_AffiSeq_Cycle3_F6_Read2.fastq.gz	3241	5	319	175	70	0.007093925089673	0.001034609986269	0.036565094845588	0.00764546350147	0.996006	1.6711	0.996535	330.472611	0.7996868	869294	1799882	48.3
EXP950951	ZGPAT	PEAKS950951	/SELEX_RawData/Phase4/YWL/YWL_B_ZGPAT_AffiSeq_Cycle4_F6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_ZGPAT_AffiSeq_Cycle4_F6_Read2.fastq.gz	46810	36	440	295	80	0.019096237474003	0.00426041469717	0.383071784206214	0.014382050797252	0.994998	2.504909	0.996171	323.049587	0.424981	525564	1239154	42.4
EXP950952	CSRNP1	PEAKS950952	/SELEX_RawData/Phase4/YWL/YWL_B_CSRNP1_AffiSeq_Cycle1_G6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_CSRNP1_AffiSeq_Cycle1_G6_Read2.fastq.gz	937	4	70	19	65	0.000847782495872	0.000379659117716	0.00823454824251	0.005001916725643	0.999455	1.361686	0.999459	1859.496552	0.9405646	714474	1156428	61.8
EXP950953	CSRNP1	PEAKS950953	/SELEX_RawData/Phase4/YWL/YWL_B_CSRNP1_AffiSeq_Cycle2_G6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_CSRNP1_AffiSeq_Cycle2_G6_Read2.fastq.gz	642	15	114	52	100	0.006314864642249	0.003230648143064	0.01853275492834	0.005729138066736	0.997921	1.614154	0.998018	525.466019	0.2359617	323952	551474	58.7
EXP950954	CSRNP1	PEAKS950954	/SELEX_RawData/Phase4/YWL/YWL_B_CSRNP1_AffiSeq_Cycle3_G6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_CSRNP1_AffiSeq_Cycle3_G6_Read2.fastq.gz	13075	56	130	62	75	0.012778880269409	0.014026700342775	0.301220758915148	0.012748812315834	0.983552	6.024921	0.989739	133.475104	0.8665081	459290	820202	56.0
EXP950955	CSRNP1	PEAKS950955	/SELEX_RawData/Phase4/YWL/YWL_B_CSRNP1_AffiSeq_Cycle4_G6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_CSRNP1_AffiSeq_Cycle4_G6_Read2.fastq.gz	5172	104	147	55	110	0.034267494546065	0.077395536163786	0.412082564188622	0.026514515858366	0.943504	15.37088	0.972688	54.967677	0.3281099	432026	1003944	43.0
EXP950956	MSANTD1	PEAKS950956	/SELEX_RawData/Phase4/YWL/YWL_B_MSANTD1_AffiSeq_Cycle1_H6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_MSANTD1_AffiSeq_Cycle1_H6_Read2.fastq.gz	1176	1	103	20	65	0.000328441248694	4.62903773327044E-05	0.005898716654396	0.004011832702168	0.999801	1.19162	0.999801	5017.455556	0.9611853	995674	1642510	60.6
EXP950957	MSANTD1	PEAKS950957	/SELEX_RawData/Phase4/YWL/YWL_B_MSANTD1_AffiSeq_Cycle2_H6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_MSANTD1_AffiSeq_Cycle2_H6_Read2.fastq.gz	6851	846	2799	963	-10	0.091355715659286	0	0.131840812402039	0.028545368333707	0.978722	1.335073	0.988399	134.449495	0.01011088	955340	1516006	63.0
EXP950958	MSANTD1	PEAKS950958	/SELEX_RawData/Phase4/YWL/YWL_B_MSANTD1_AffiSeq_Cycle3_H6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_MSANTD1_AffiSeq_Cycle3_H6_Read2.fastq.gz	33371	388	986	313	205	0.085119076727468	0.259846447259035	0.24608538314832	0.003530734999266	0.909895	2.569892	0.968549	64.531945	0.007891005	820020	1132772	72.4
EXP950959	MSANTD1	PEAKS950959	/SELEX_RawData/Phase4/YWL/YWL_B_MSANTD1_AffiSeq_Cycle4_H6_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_MSANTD1_AffiSeq_Cycle4_H6_Read2.fastq.gz	12605	104	270	84	95	0.27614158335585	0.32226425290462	0.750851121318563	0.182599297487166	0.893017	245.5203	0.966399	70.101099	0.4269529	1026334	1386030	74.0
EXP950960	MBD3	PEAKS950960	/SELEX_RawData/Phase4/YWL/YWL_B_MBD3_AffiSeq_Cycle1_A7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_MBD3_AffiSeq_Cycle1_A7_Read2.fastq.gz	924	0	72	9	80	0.000470377211165	0	0.00624660936427	0.004123640217879	0.999833	1.178284	0.999833	5989.245283	0.8414535	688198	1272812	54.1
EXP950961	MBD3	PEAKS950961	/SELEX_RawData/Phase4/YWL/YWL_B_MBD3_AffiSeq_Cycle2_A7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_MBD3_AffiSeq_Cycle2_A7_Read2.fastq.gz	1127	0	97	26	65	0.001239186036521	0	0.008214977298112	0.003767125551025	0.999482	1.208437	0.999485	1955.149351	0.7489769	732766	1640006	44.7
EXP950962	MBD3	PEAKS950962	/SELEX_RawData/Phase4/YWL/YWL_B_MBD3_AffiSeq_Cycle3_A7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_MBD3_AffiSeq_Cycle3_A7_Read2.fastq.gz	1487	6	150	64	70	0.004009495634162	0.000353779026544	0.021303650076652	0.005804026928224	0.998099	1.461758	0.998405	711.1875	0.5318514	497434	1166220	42.7
EXP950963	MBD3	PEAKS950963	/SELEX_RawData/Phase4/YWL/YWL_B_MBD3_AffiSeq_Cycle4_A7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_MBD3_AffiSeq_Cycle4_A7_Read2.fastq.gz	2991	59	464	291	105	0.013473277772491	0.00406509591723	0.041598121989133	0.00883263315795	0.995448	1.507314	0.997137	475.039216	0.2736334	614276	1704588	36.0
EXP950964	GPBP1	PEAKS950964	/SELEX_RawData/Phase4/YWL/YWL_B_GPBP1_AffiSeq_Cycle1_B7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_GPBP1_AffiSeq_Cycle1_B7_Read2.fastq.gz	416	1	54	10	80	0.000454045298177	7.3628967271924E-05	0.003554642919961	0.003296941534509	0.999938	1.115765	0.999938	16230.666667	0.7999556	525652	904390	58.1
EXP950965	GPBP1	PEAKS950965	/SELEX_RawData/Phase4/YWL/YWL_B_GPBP1_AffiSeq_Cycle2_B7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_GPBP1_AffiSeq_Cycle2_B7_Read2.fastq.gz	943	1	105	43	75	0.002166411641633	7.41654435874215E-05	0.008396308902976	0.004122037285701	0.999741	1.268619	0.999741	3861.090909	0.7116976	557920	1665856	33.5
EXP950966	GPBP1	PEAKS950966	/SELEX_RawData/Phase4/YWL/YWL_B_GPBP1_AffiSeq_Cycle3_B7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_GPBP1_AffiSeq_Cycle3_B7_Read2.fastq.gz	612	0	55	19	70	0.002101507340157	0	0.010681402415978	0.002985954673964	0.999248	1.332026	0.999278	1445	0.7991327	325234	979820	33.2
EXP950967	GPBP1	PEAKS950967	/SELEX_RawData/Phase4/YWL/YWL_B_GPBP1_AffiSeq_Cycle4_B7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_GPBP1_AffiSeq_Cycle4_B7_Read2.fastq.gz	1697	7	150	85	110	0.006975672429685	0.001242912605089	0.024690668379745	0.004063905259336	0.997536	1.289816	0.997874	523.147601	0.1359938	464832	1694496	27.4
EXP950968	GFP	PEAKS950968	/SELEX_RawData/Phase4/YWL/YWL_B_GFP_AffiSeq_Cycle1_C7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_GFP_AffiSeq_Cycle1_C7_Read2.fastq.gz	72	0	34	8	75	0.000930773705643	0	0.001766354645936	0.002570204664446	0.999883	1.062788	0.999883	8552.727273	0.533171	239638	489030	49.0
EXP950969	GFP	PEAKS950969	/SELEX_RawData/Phase4/YWL/YWL_B_GFP_AffiSeq_Cycle2_C7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_GFP_AffiSeq_Cycle2_C7_Read2.fastq.gz	224	1	35	13	75	0.0014881754753	0.000150974323581	0.005391940127897	0.002598915141646	0.99961	1.347349	0.999621	2712.647059	0.9236206	297372	541688	54.9
EXP950970	GFP	PEAKS950970	/SELEX_RawData/Phase4/YWL/YWL_B_GFP_AffiSeq_Cycle3_C7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_GFP_AffiSeq_Cycle3_C7_Read2.fastq.gz	5712	2	11	9	70	0.003910849453322	0.001387720773759	0.275567703952902	0.002228763666947	0.994378	4.54647	0.996429	390.65	0.8666273	183242	327302	56.0
EXP950971	GFP	PEAKS950971	/SELEX_RawData/Phase4/YWL/YWL_B_GFP_AffiSeq_Cycle4_C7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_GFP_AffiSeq_Cycle4_C7_Read2.fastq.gz	6400	33	35	17	65	0.019459150093003	0.027853293270377	0.426622788190967	0.019316068107025	0.978542	79.21105	0.992119	194.894231	1.045338	546534	1329168	41.1
EXP950972	HSFX2	PEAKS950972	/SELEX_RawData/Phase4/YWL/YWL_B_HSFX2_AffiSeq_Cycle1_D7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_HSFX2_AffiSeq_Cycle1_D7_Read2.fastq.gz	319	0	43	10	80	0.000848574395016	0	0.003494129861832	0.00349912147592	0.99987	1.108195	0.99987	7666	0.703925	442418	774056	57.2
EXP950973	HSFX2	PEAKS950973	/SELEX_RawData/Phase4/YWL/YWL_B_HSFX2_AffiSeq_Cycle2_D7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_HSFX2_AffiSeq_Cycle2_D7_Read2.fastq.gz	1926	7	233	106	95	0.003368664613709	0.000942545553533	0.01754768021505	0.005447709137928	0.99933	1.228509	0.999336	1520.760417	0.4678551	706302	1255166	56.3
EXP950974	HSFX2	PEAKS950974	/SELEX_RawData/Phase4/YWL/YWL_B_HSFX2_AffiSeq_Cycle3_D7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_HSFX2_AffiSeq_Cycle3_D7_Read2.fastq.gz	1701	31	229	134	75	0.009142031548727	0.00265293286087	0.036966688878233	0.008214127801615	0.995883	2.144586	0.997066	425.439678	0.8638432	507632	973144	52.2
EXP950975	HSFX2	PEAKS950975	/SELEX_RawData/Phase4/YWL/YWL_B_HSFX2_AffiSeq_Cycle4_D7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_HSFX2_AffiSeq_Cycle4_D7_Read2.fastq.gz	29996	135	769	499	85	0.0346306434744	0.012381024721149	0.297606179410923	0.025147678338758	0.991731	4.270803	0.995491	299.339858	0.6451013	598566	1330684	45.0
EXP950976	GLMP	PEAKS950976	/SELEX_RawData/Phase4/YWL/YWL_B_GLMP_AffiSeq_Cycle1_E7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_GLMP_AffiSeq_Cycle1_E7_Read2.fastq.gz	1271	0	92	27	70	0.001236825929868	0	0.007388473282061	0.004580003897876	0.999548	1.144217	0.999553	2260.397727	0.8953411	938926	1512618	62.1
EXP950977	GLMP	PEAKS950977	/SELEX_RawData/Phase4/YWL/YWL_B_GLMP_AffiSeq_Cycle2_E7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_GLMP_AffiSeq_Cycle2_E7_Read2.fastq.gz	2006	3	175	62	65	0.003016229586814	5.93E-04	0.02250603666591	0.005737987665851	0.998634	1.516139	0.99867	768.159609	1.111445	702100	1165984	60.2
EXP950978	GLMP	PEAKS950978	/SELEX_RawData/Phase4/YWL/YWL_B_GLMP_AffiSeq_Cycle3_E7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_GLMP_AffiSeq_Cycle3_E7_Read2.fastq.gz	16159	48	129	63	75	0.011741878950992	1.04E-02	0.29688927833761	0.009688927833761	0.985758	3.139759	0.991651	164.675159	0.9361093	421244	837532	50.3
EXP950979	GLMP	PEAKS950979	/SELEX_RawData/Phase4/YWL/YWL_B_GLMP_AffiSeq_Cycle4_E7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_GLMP_AffiSeq_Cycle4_E7_Read2.fastq.gz	5953	112	114	66	70	0.021710381309235	4.15E-02	0.329204320035266	0.015649107339652	0.960409	8.85674	0.983446	101.561905	0.9953494	373108	1164886	32.0
EXP950980	BAZ2B	PEAKS950980	/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2B_AffiSeq_Cycle1_F7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2B_AffiSeq_Cycle1_F7_Read2.fastq.gz	1341	1	54	13	80	0.000763067531477	6.46667399556386E-05	0.009425177348534	0.003650437470496	0.998841	1.131685	0.998859	890.457971	0.7535379	870486	1344258	64.8
EXP950981	BAZ2B	PEAKS950981	/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2B_AffiSeq_Cycle2_F7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2B_AffiSeq_Cycle2_F7_Read2.fastq.gz	146	0	34	23	80	0.004491671692071	0.00E+00	0.009066522489551	0.003514317203518	0.999353	2.093439	0.999394	1771.37037	1.296466	137050	235886	58.1
EXP950982	BAZ2B	PEAKS950982	/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2B_AffiSeq_Cycle3_F7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2B_AffiSeq_Cycle3_F7_Read2.fastq.gz	5803	12	61	18	80	0.017812963879268	0.008411677387432	0.273066138875144	0.018076859640442	0.976611	2.600049	0.988416	137.25	1.194825	213140	406940	52.4
EXP950983	BAZ2B	PEAKS950983	/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2B_AffiSeq_Cycle4_F7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2B_AffiSeq_Cycle4_F7_Read2.fastq.gz	4052	93	97	31	75	0.028405444658358	0.064309116087412	0.361029486270139	0.038267977167562	0.938548	8.854054	0.976174	68.35443	0.9087249	386732	1074514	36.0
EXP950984	PCGF6	PEAKS950984	/SELEX_RawData/Phase4/YWL/YWL_B_PCGF6_AffiSeq_Cycle1_G7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_PCGF6_AffiSeq_Cycle1_G7_Read2.fastq.gz	1743	5	118	30	90	0.000826481261598	4.23E-04	0.009412084448118	0.004359632962122	0.999499	1.151875	0.999509	2085.172897	0.6116709	1051282	1717288	61.2
EXP950985	PCGF6	PEAKS950985	/SELEX_RawData/Phase4/YWL/YWL_B_PCGF6_AffiSeq_Cycle2_G7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_PCGF6_AffiSeq_Cycle2_G7_Read2.fastq.gz	3518	10	389	175	70	0.00452837645354	0.00091665317302	2.70E-02	0.007994642793432	0.998439	1.524253	0.998508	701.768932	0.9509623	986262	1629072	60.5
EXP950986	PCGF6	PEAKS950986	/SELEX_RawData/Phase4/YWL/YWL_B_PCGF6_AffiSeq_Cycle3_G7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_PCGF6_AffiSeq_Cycle3_G7_Read2.fastq.gz	27124	71	273	132	85	0.011779072607376	8.67E-03	0.276208087645232	0.010592791598339	0.988802	2.729912	0.993358	205.571219	0.7933215	659154	1236246	53.3
EXP950987	PCGF6	PEAKS950987	/SELEX_RawData/Phase4/YWL/YWL_B_PCGF6_AffiSeq_Cycle4_G7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_PCGF6_AffiSeq_Cycle4_G7_Read2.fastq.gz	17760	218	430	256	80	0.031189464740867	3.03E-02	0.306822429906542	0.025327102803738	0.979319	7.128029	0.990082	150.739708	0.795866	576488	1427412	40.4
EXP950988	SETDB2	PEAKS950988	/SELEX_RawData/Phase4/YWL/YWL_B_SETDB2_AffiSeq_Cycle1_H7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_SETDB2_AffiSeq_Cycle1_H7_Read2.fastq.gz	1451	2	60	25	70	0.000482217954237	8.89930130136759E-05	0.007311914301798	0.004553130898374	0.999671	1.181058	0.999671	3041.316456	0.8893092	1111308	1970588	56.4
EXP950989	SETDB2	PEAKS950989	/SELEX_RawData/Phase4/YWL/YWL_B_SETDB2_AffiSeq_Cycle2_H7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_SETDB2_AffiSeq_Cycle2_H7_Read2.fastq.gz	3790	7	488	273	85	0.00547494452471	0.000661325369778	0.024591164969572	0.00684828919505	0.998988	1.261266	0.99902	1054.03423	0.6262463	1038534	1864610	55.7
EXP950990	SETDB2	PEAKS950990	/SELEX_RawData/Phase4/YWL/YWL_B_SETDB2_AffiSeq_Cycle3_H7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_SETDB2_AffiSeq_Cycle3_H7_Read2.fastq.gz	3348	73	567	341	70	0.015292173905695	0.004305809673916	0.054919144584779	0.013411815412179	0.994383	2.383183	0.996269	347.251488	0.8887135	743610	1411876	52.7
EXP950991	SETDB2	PEAKS950991	/SELEX_RawData/Phase4/YWL/YWL_B_SETDB2_AffiSeq_Cycle4_H7_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_SETDB2_AffiSeq_Cycle4_H7_Read2.fastq.gz	18666	144	530	298	65	0.028958344535169	0.014986135328412	0.284736571239832	0.024165239232796	0.986064	6.204698	0.992562	191.118976	0.9900429	576828	1363394	42.3
EXP950992	BAZ2A	PEAKS950992	/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2A_AffiSeq_Cycle1_A8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2A_AffiSeq_Cycle1_A8_Read2.fastq.gz	408	0	52	4	80	0.000538237024049	0	0.005104928475513	0.003834245191934	0.999537	1.109277	0.999548	2267.443038	0.7152822	477202	731686	65.2
EXP950993	BAZ2A	PEAKS950993	/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2A_AffiSeq_Cycle2_A8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2A_AffiSeq_Cycle2_A8_Read2.fastq.gz	207	7	71	21	95	0.005989870072671	0.004073992512662	0.017132790134332	0.007179035454746	0.998627	4.285437	0.998714	818.945455	0.2924674	137098	239280	57.3
EXP950994	BAZ2A	PEAKS950994	/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2A_AffiSeq_Cycle3_A8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2A_AffiSeq_Cycle3_A8_Read2.fastq.gz	5040	16	67	24	80	0.028877374784111	2.39E-02	0.438894645941278	0.032746113989637	0.989229	84.93628	0.992062	156.911111	0.7743303	99684	205416	48.5
EXP950995	BAZ2A	PEAKS950995	/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2A_AffiSeq_Cycle4_A8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_BAZ2A_AffiSeq_Cycle4_A8_Read2.fastq.gz	2942	60	78	23	75	0.048472301541976	0.09473158195317	0.449243289548829	0.05989434608795	0.952955	220.2004	0.978025	71.016393	0.7358112	281402	817458	34.4
EXP950996	MAX	PEAKS950996	/SELEX_RawData/Phase4/YWL/YWL_B_MAX_AffiSeq_Cycle1_B8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_MAX_AffiSeq_Cycle1_B8_Read2.fastq.gz	528	1	67	4	75	6.99288473977728E-05	5.74415532195991E-05	0.002762189472212	0.003091854038516	0.999945	1.113382	0.999947	19944.7	0.7351695	864110	1443102	59.9
EXP950997	MAX	PEAKS950997	/SELEX_RawData/Phase4/YWL/YWL_B_MAX_AffiSeq_Cycle2_B8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_MAX_AffiSeq_Cycle2_B8_Read2.fastq.gz	6834	32	1340	589	-5	0.009649230338161	0	0.018815901869332	0.006642966802678	0.999694	1.199505	0.999698	3349.764706	0.1832904	1103336	1679860	65.7
EXP950998	MAX	PEAKS950998	/SELEX_RawData/Phase4/YWL/YWL_B_MAX_AffiSeq_Cycle3_B8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_MAX_AffiSeq_Cycle3_B8_Read2.fastq.gz	61585	817	6830	2467	-25	0.07295785560075	0	0.148606131039272	0.024714541494825	0.997257	2.410038	0.997441	416.878097	0.1649007	919054	1404748	65.4
EXP950999	MAX	PEAKS950999	/SELEX_RawData/Phase4/YWL/YWL_B_MAX_AffiSeq_Cycle4_B8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_MAX_AffiSeq_Cycle4_B8_Read2.fastq.gz	43369	2605	11097	2954	-10	0.173256889736185	0	0.384033754801088	0.129364434102442	0.989616	8.154945	0.991585	144.326733	0.1919603	781752	1230174	63.5
EXP951000	SRY	PEAKS951000	/SELEX_RawData/Phase4/YWL/YWL_B_SRY_AffiSeq_Cycle1_C8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_SRY_AffiSeq_Cycle1_C8_Read2.fastq.gz	303	0	43	10	65	0.000497564654251	0	0.002351770436108	0.003510163146785	0.999918	1.099166	0.999918	12194.714286	1.620614	561542	929808	60.4
EXP951001	SRY	PEAKS951001	/SELEX_RawData/Phase4/YWL/YWL_B_SRY_AffiSeq_Cycle2_C8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_SRY_AffiSeq_Cycle2_C8_Read2.fastq.gz	2023	15	258	116	100	0.003389369395921	8.59E-04	0.015376854801229	0.004452089733271	0.999704	1.286595	0.999713	3584.204082	0.3566927	789810	1320586	59.8
EXP951002	SRY	PEAKS951002	/SELEX_RawData/Phase4/YWL/YWL_B_SRY_AffiSeq_Cycle3_C8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_SRY_AffiSeq_Cycle3_C8_Read2.fastq.gz	2795	34	440	220	65	0.008629353792461	1.68E-03	0.034708851346128	0.009921547982373	0.997853	2.307035	0.998307	705.58377	0.9037171	726180	1314170	55.3
EXP951003	SRY	PEAKS951003	/SELEX_RawData/Phase4/YWL/YWL_B_SRY_AffiSeq_Cycle4_C8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_SRY_AffiSeq_Cycle4_C8_Read2.fastq.gz	4434	91	990	579	0	0.018531001714682	2.29060589798296E-05	0.051443736174557	0.011335226900876	0.997346	1.576105	0.998281	761.577889	0.2170235	972618	2026176	48.0
EXP951004	POU5F1	PEAKS951004	/SELEX_RawData/Phase4/YWL/YWL_B_POU5F1_AffiSeq_Cycle1_D8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_POU5F1_AffiSeq_Cycle1_D8_Read2.fastq.gz	415	0	49	7	80	0.000653165057388	0.00E+00	0.003798670465337	0.003368956611792	0.999784	1.079128	0.999788	4822.75	0.5088861	512638	850270	60.3
EXP951005	POU5F1	PEAKS951005	/SELEX_RawData/Phase4/YWL/YWL_B_POU5F1_AffiSeq_Cycle2_D8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_POU5F1_AffiSeq_Cycle2_D8_Read2.fastq.gz	3542	11	415	180	70	0.005565398974878	0.001297222046447	0.032405239511485	0.008261089666519	0.998693	1.831712	0.998733	812.541451	0.8720648	775750	1414014	54.9
EXP951006	POU5F1	PEAKS951006	/SELEX_RawData/Phase4/YWL/YWL_B_POU5F1_AffiSeq_Cycle3_D8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_POU5F1_AffiSeq_Cycle3_D8_Read2.fastq.gz	3721	45	592	292	-5	0.014788562522034	0	0.032699051824912	0.008210713821832	0.993925	1.535343	0.99591	302.001422	0.2468519	717610	1465586	49.0
EXP951007	POU5F1	PEAKS951007	/SELEX_RawData/Phase4/YWL/YWL_B_POU5F1_AffiSeq_Cycle4_D8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_POU5F1_AffiSeq_Cycle4_D8_Read2.fastq.gz	34851	154	879	558	60	0.045606936416185	0.014720616570328	0.383314065510597	0.040674373795761	0.991393	10.29616	0.994654	252.809917	0.9922445	505640	1281756	39.4
EXP951008	YY1	PEAKS951008	/SELEX_RawData/Phase4/YWL/YWL_B_YY1_AffiSeq_Cycle1_E8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_YY1_AffiSeq_Cycle1_E8_Read2.fastq.gz	14383	323	4231	1319	135	0.02968095962015	0.01037089485412	0.084442269379482	0.021670241640462	0.997593	1.74782	0.997676	444.269051	0.2707636	1263112	1973598	64.0
EXP951009	YY1	PEAKS951009	/SELEX_RawData/Phase4/YWL/YWL_B_YY1_AffiSeq_Cycle2_E8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_YY1_AffiSeq_Cycle2_E8_Read2.fastq.gz	15601	5472	11813	4135	-5	0.456581975071908	0	0.675230105465005	0.202411313518696	0.889674	7.760186	0.938623	25.97038	0.09311185	1245722	2019162	61.7
EXP951010	YY1	PEAKS951010	/SELEX_RawData/Phase4/YWL/YWL_B_YY1_AffiSeq_Cycle3_E8_Read1.fastq.gz;/SELEX_RawData/Phase4/YWL/YWL_B_YY1_AffiSeq_Cycle3_E8_Read2.fastq.gz	4070	1812	3441	1344	70	0.581425754080752	0.708620203905548	0.82691359546407	0.551394587170502	0.715854	46.97579	0.899415	23.061199	1.013023	1120874	2579436	43.5
