ID	TF	Peaks	RawFiles	macs2-single-end-peak-count	macs2-paired-end-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_CPICS	QC.FRiP_GEM	QC.FRiP_MACS2-NOMODEL	QC.FRiP_MACS2-PEMODE	QC.FRiP_SISSRS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	align_count	align_percent	read_count
EXP993526	THAP8	PEAKS993526	ChipSeq/Patch/THAP8-DBD_AffSeq_IVT_BatchYWEB_D09_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/THAP8-DBD_AffSeq_IVT_BatchYWEB_D09_Cycle2_R2.fastq.gz	NA	107	3	38	21	100	0.001969717594	0.0003362932477	NA	0.002826464677	0.002810450713	0.999574	1.14984	0.999598	2644.191489	0.9959297	389962	82.9	470206
EXP993527	THAP8	PEAKS993527	ChipSeq/Patch/THAP8-DBD_AffSeq_IVT_BatchYWEB_D09_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/THAP8-DBD_AffSeq_IVT_BatchYWEB_D09_Cycle3_R2.fastq.gz	NA	844	9	107	17	80	0.000806712728	0.0004856739893	NA	0.007329012573	0.004952777122	0.998576	1.179129	0.998662	782.209957	1.034258	1178942	75.9	1553498
EXP993528	THAP8	PEAKS993528	ChipSeq/Patch/THAP8-DBD_AffSeq_IVT_BatchYWEB_D09_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/THAP8-DBD_AffSeq_IVT_BatchYWEB_D09_Cycle4_R2.fastq.gz	NA	307	22	99	36	90	0.009217342986	0.006234780761	NA	0.02289627221	0.008473745281	0.991468	2.367314	0.995382	274.750572	1.103342	707242	52.1	1358418
EXP993529	MAX	PEAKS993529	ChipSeq/Patch/MAX_AffSeq_IVT_BatchYWEB_D11_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/MAX_AffSeq_IVT_BatchYWEB_D11_Cycle1_R2.fastq.gz	NA	2239	3	304	126	75	0.002064220183	7.50E-05	NA	0.01239634792	0.003541813691	0.999825	1.331594	0.999825	5722.025316	0.8675965	1072592	70.6	1519956
EXP993530	MAX	PEAKS993530	ChipSeq/Patch/MAX_AffSeq_IVT_BatchYWEB_D11_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/MAX_AffSeq_IVT_BatchYWEB_D11_Cycle2_R2.fastq.gz	NA	1488	40	267	120	130	0.00456073082	0.002949303247	NA	0.01267303882	0.006064116887	0.998994	1.233481	0.999131	1294.781437	0.3116134	1100392	75.6	1456068
EXP993531	MAX	PEAKS993531	ChipSeq/Patch/MAX_AffSeq_IVT_BatchYWEB_D11_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/MAX_AffSeq_IVT_BatchYWEB_D11_Cycle3_R2.fastq.gz	NA	61395	3180	16659	5881	-90	0.1472753639	0	NA	0.151700225	0.02160745161	0.989635	3.336012	0.990192	107.398777	0.1657261	1380060	76.1	1813138
EXP993532	MAX	PEAKS993532	ChipSeq/Patch/MAX_AffSeq_IVT_BatchYWEB_D11_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/MAX_AffSeq_IVT_BatchYWEB_D11_Cycle4_R2.fastq.gz	NA	42227	4917	17080	5330	195	0.247092261	0.2762609567	NA	0.2577844059	0.04452680177	0.976253	8.006921	0.978827	52.611834	0.1865271	1307250	75.8	1724516
EXP993533	RARA	PEAKS993533	ChipSeq/Patch/RARA_AffSeq_IVT_BatchYWEB_D12_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/RARA_AffSeq_IVT_BatchYWEB_D12_Cycle1_R2.fastq.gz	NA	10156	48	1707	294	160	0.01116285171	0.003515445661	NA	0.05192628058	0.00931855447	0.994676	1.716336	0.994891	203.45484	0.2138523	1104384	67.6	1633744
EXP993534	RARA	PEAKS993534	ChipSeq/Patch/RARA_AffSeq_IVT_BatchYWEB_D12_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/RARA_AffSeq_IVT_BatchYWEB_D12_Cycle2_R2.fastq.gz	NA	660	11	83	21	80	0.001531273436	0.001029216572	NA	0.005776791794	0.004584406741	0.998459	1.392473	0.998545	722.226027	1.037485	1394460	83.3	1674164
EXP993535	RARA	PEAKS993535	ChipSeq/Patch/RARA_AffSeq_IVT_BatchYWEB_D12_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/RARA_AffSeq_IVT_BatchYWEB_D12_Cycle3_R2.fastq.gz	NA	488	343	294	316	90	0.4768668339	0.5158495528	NA	0.6810784597	0.2193197609	0.555328	951.1343	0.89426	23.476401	1.046112	812856	73.0	1113622
EXP993536	RARA	PEAKS993536	ChipSeq/Patch/RARA_AffSeq_IVT_BatchYWEB_D12_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/RARA_AffSeq_IVT_BatchYWEB_D12_Cycle4_R2.fastq.gz	NA	345	248	76	234	85	0.5543273696	0.5945397316	NA	0.8147174122	0.2281494753	0.438367	2351.459	0.879515	23.497495	1.033739	1857766	74.7	2486826
EXP993537	CPXCR1	PEAKS993537	ChipSeq/Patch/CPXCR1-DBD_AffSeq_IVT_BatchYWEB_E01_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/CPXCR1-DBD_AffSeq_IVT_BatchYWEB_E01_Cycle1_R2.fastq.gz	NA	1634	0	52	8	85	0.0002419226156	0	NA	0.008817307247	0.00371119587	0.998382	1.109584	0.998416	645.011706	1.258958	1339732	75.6	1771060
EXP993538	CPXCR1	PEAKS993538	ChipSeq/Patch/CPXCR1-DBD_AffSeq_IVT_BatchYWEB_E01_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/CPXCR1-DBD_AffSeq_IVT_BatchYWEB_E01_Cycle2_R2.fastq.gz	NA	18	0	72	12	80	0.0001913965046	0	NA	0.0001468856896	0.003333860045	0.999446	1.083792	0.999457	1877.945378	0.92334	1357882	81.5	1665402
EXP993539	CPXCR1	PEAKS993539	ChipSeq/Patch/CPXCR1-DBD_AffSeq_IVT_BatchYWEB_E01_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/CPXCR1-DBD_AffSeq_IVT_BatchYWEB_E01_Cycle3_R2.fastq.gz	NA	59	2	85	23	75	0.0007015808055	6.07E-05	NA	0.0008792246633	0.00341795777	0.997688	1.140389	0.997862	484.083425	1.067894	1377972	82.4	1671752
EXP993540	CPXCR1	PEAKS993540	ChipSeq/Patch/CPXCR1-DBD_AffSeq_IVT_BatchYWEB_E01_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/CPXCR1-DBD_AffSeq_IVT_BatchYWEB_E01_Cycle4_R2.fastq.gz	NA	1639	14	97	23	475	0.001970434696	0.004754808241	NA	0.006198232172	0.003440209165	0.991682	1.338374	0.994919	212.794677	1.175279	1179170	77.2	1526660
EXP993541	ZBTB41	PEAKS993541	ChipSeq/Patch/ZBTB41-DBD_AffSeq_IVT_BatchYWEB_E02_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZBTB41-DBD_AffSeq_IVT_BatchYWEB_E02_Cycle1_R2.fastq.gz	NA	4309	0	55	11	85	0.0003901242824	0	NA	0.01794969785	0.003841529924	0.996422	1.078284	0.996619	312.422013	0.8773276	3448176	74.0	4660338
EXP993542	ZBTB41	PEAKS993542	ChipSeq/Patch/ZBTB41-DBD_AffSeq_IVT_BatchYWEB_E02_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZBTB41-DBD_AffSeq_IVT_BatchYWEB_E02_Cycle2_R2.fastq.gz	NA	337	1	49	11	75	0.0007297146482	4.29E-05	NA	0.003438720662	0.00307147865	0.999229	1.114257	0.999228	1295.111801	1.101828	600402	82.2	730722
EXP993543	ZBTB41	PEAKS993543	ChipSeq/Patch/ZBTB41-DBD_AffSeq_IVT_BatchYWEB_E02_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZBTB41-DBD_AffSeq_IVT_BatchYWEB_E02_Cycle3_R2.fastq.gz	NA	262	1	61	20	85	0.001155783969	6.17E-05	NA	0.003815209219	0.003775935007	0.999042	1.137896	0.999092	1157.816993	0.9281722	564528	83.2	678496
EXP993544	ZBTB41	PEAKS993544	ChipSeq/Patch/ZBTB41-DBD_AffSeq_IVT_BatchYWEB_E02_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZBTB41-DBD_AffSeq_IVT_BatchYWEB_E02_Cycle4_R2.fastq.gz	NA	1536	13	72	18	85	0.002541315994	0.001815785965	NA	0.01678523527	0.004121794922	0.99297	1.277664	0.994447	194.511249	1.31569	1092420	82.9	1317308
EXP993545	ZNF230	PEAKS993545	ChipSeq/Patch/ZNF230-FL_AffSeq_IVT_BatchYWEB_E03_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF230-FL_AffSeq_IVT_BatchYWEB_E03_Cycle1_R2.fastq.gz	NA	1794	0	43	9	110	0.0006259371275	0	NA	0.01051574374	0.00328332475	0.997868	1.073293	0.997932	499.24212	0.8618912	1764254	71.9	2452852
EXP993546	ZNF230	PEAKS993546	ChipSeq/Patch/ZNF230-FL_AffSeq_IVT_BatchYWEB_E03_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF230-FL_AffSeq_IVT_BatchYWEB_E03_Cycle2_R2.fastq.gz	NA	38	1	96	28	80	0.0005718392883	1.36E-05	NA	0.001008064516	0.004007395487	0.999026	1.131096	0.999043	1061.785024	1.203873	1272878	80.3	1585104
EXP993547	ZNF230	PEAKS993547	ChipSeq/Patch/ZNF230-FL_AffSeq_IVT_BatchYWEB_E03_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF230-FL_AffSeq_IVT_BatchYWEB_E03_Cycle3_R2.fastq.gz	NA	568	0	56	20	95	0.0009108550156	0	NA	0.004475070294	0.00323659549	0.998583	1.091337	0.99862	739.41555	1.178799	1016048	85.5	1187982
EXP993548	ZNF230	PEAKS993548	ChipSeq/Patch/ZNF230-FL_AffSeq_IVT_BatchYWEB_E03_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF230-FL_AffSeq_IVT_BatchYWEB_E03_Cycle4_R2.fastq.gz	NA	1242	15	75	23	85	0.002548966471	0.001908779206	NA	0.01465361156	0.004343847329	0.993576	1.221862	0.995297	230.264463	1.170498	1166942	82.3	1418064
EXP993549	ZNF507	PEAKS993549	ChipSeq/Patch/ZNF507-DBD-1_AffSeq_IVT_BatchYWEB_E04_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF507-DBD-1_AffSeq_IVT_BatchYWEB_E04_Cycle1_R2.fastq.gz	NA	58	1	50	11	95	0.0001795587032	1.46E-05	NA	0.0003987873524	0.003405351685	0.998732	1.05767	0.998757	821.708117	0.5841205	1820496	73.3	2483020
EXP993550	ZNF507	PEAKS993550	ChipSeq/Patch/ZNF507-DBD-1_AffSeq_IVT_BatchYWEB_E04_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF507-DBD-1_AffSeq_IVT_BatchYWEB_E04_Cycle2_R2.fastq.gz	NA	2495	7	179	81	75	0.001378805442	0.0008683627194	NA	0.01754621439	0.005484717223	0.998706	1.216875	0.998731	802.665568	1.048781	1293394	76.5	1691542
EXP993551	ZNF507	PEAKS993551	ChipSeq/Patch/ZNF507-DBD-1_AffSeq_IVT_BatchYWEB_E04_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF507-DBD-1_AffSeq_IVT_BatchYWEB_E04_Cycle3_R2.fastq.gz	NA	1528	1	77	14	75	0.0002635154798	2.06E-05	NA	0.007719857839	0.003281340583	0.997953	1.141813	0.997979	500.544509	1.046848	1366362	80.8	1690104
EXP993552	ZNF507	PEAKS993552	ChipSeq/Patch/ZNF507-DBD-1_AffSeq_IVT_BatchYWEB_E04_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF507-DBD-1_AffSeq_IVT_BatchYWEB_E04_Cycle4_R2.fastq.gz	NA	2013	6	70	27	75	0.001281883822	0.0001944089209	NA	0.0143133568	0.003380892641	0.995116	1.190955	0.995487	232.413448	1.23782	1096836	80.5	1362942
EXP993553	ZNF688	PEAKS993553	ChipSeq/Patch/ZNF688-FL_AffSeq_IVT_BatchYWEB_E05_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF688-FL_AffSeq_IVT_BatchYWEB_E05_Cycle1_R2.fastq.gz	NA	2083	0	54	5	75	0.0001047614059	0	NA	0.01070062932	0.003946012955	0.997545	1.129837	0.997647	442.901895	1.287922	1755442	75.1	2336278
EXP993554	ZNF688	PEAKS993554	ChipSeq/Patch/ZNF688-FL_AffSeq_IVT_BatchYWEB_E05_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF688-FL_AffSeq_IVT_BatchYWEB_E05_Cycle2_R2.fastq.gz	NA	22	0	49	8	80	0.0001474530557	0	NA	0.0001863642787	0.003465146808	0.999023	1.083402	0.999041	1059.674672	1.169224	1546856	81.2	1905882
EXP993555	ZNF688	PEAKS993555	ChipSeq/Patch/ZNF688-FL_AffSeq_IVT_BatchYWEB_E05_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF688-FL_AffSeq_IVT_BatchYWEB_E05_Cycle3_R2.fastq.gz	NA	46	3	64	19	85	0.000683248456	8.54E-05	NA	0.0005929620529	0.00344064401	0.997937	1.12876	0.997977	504.272953	1.472802	1423000	83.2	1710502
EXP993556	ZNF688	PEAKS993556	ChipSeq/Patch/ZNF688-FL_AffSeq_IVT_BatchYWEB_E05_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF688-FL_AffSeq_IVT_BatchYWEB_E05_Cycle4_R2.fastq.gz	NA	2022	3	64	24	105	0.001251695758	0.0001555575653	NA	0.01649271954	0.00341864882	0.994035	1.173037	0.994336	184.222072	1.473889	1000404	82.8	1208868
EXP993557	ZNF827	PEAKS993557	ChipSeq/Patch/ZNF827-DBD-1_AffSeq_IVT_BatchYWEB_E06_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF827-DBD-1_AffSeq_IVT_BatchYWEB_E06_Cycle1_R2.fastq.gz	NA	72	1	64	15	75	0.0003157124017	1.79E-05	NA	0.000568730142	0.004093065747	0.998239	1.089776	0.998285	597.959514	0.8495364	1806494	73.4	2459740
EXP993558	ZNF827	PEAKS993558	ChipSeq/Patch/ZNF827-DBD-1_AffSeq_IVT_BatchYWEB_E06_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF827-DBD-1_AffSeq_IVT_BatchYWEB_E06_Cycle2_R2.fastq.gz	NA	20	0	62	24	85	0.0006704282008	0	NA	0.0002929602222	0.003738059758	0.999177	1.062603	0.999184	1238.038596	0.6946904	1180896	81.7	1446062
EXP993559	ZNF827	PEAKS993559	ChipSeq/Patch/ZNF827-DBD-1_AffSeq_IVT_BatchYWEB_E06_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF827-DBD-1_AffSeq_IVT_BatchYWEB_E06_Cycle3_R2.fastq.gz	NA	1146	36	115	53	75	0.007368086973	0.005451388673	NA	0.01497887276	0.009390577063	0.995252	2.813826	0.99713	443.453911	1.179432	1082480	62.0	1747238
EXP993560	ZNF827	PEAKS993560	ChipSeq/Patch/ZNF827-DBD-1_AffSeq_IVT_BatchYWEB_E06_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF827-DBD-1_AffSeq_IVT_BatchYWEB_E06_Cycle4_R2.fastq.gz	NA	269	48	108	53	115	0.02715294701	0.02613687993	NA	0.0384866383	0.01688488703	0.986306	4.492885	0.994424	296.35589	0.4256174	477924	40.1	1191392
EXP993561	HSFX1	PEAKS993561	ChipSeq/Patch/HSFX1-DBD_AffSeq_IVT_BatchYWEB_E07_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/HSFX1-DBD_AffSeq_IVT_BatchYWEB_E07_Cycle1_R2.fastq.gz	NA	2236	0	54	11	100	0.0002986501015	0	NA	0.0126383293	0.003697831257	0.997377	1.070632	0.997477	411.799097	0.6879135	2033356	73.7	2759144
EXP993562	HSFX1	PEAKS993562	ChipSeq/Patch/HSFX1-DBD_AffSeq_IVT_BatchYWEB_E07_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/HSFX1-DBD_AffSeq_IVT_BatchYWEB_E07_Cycle2_R2.fastq.gz	NA	25	0	67	12	75	0.0002101407943	0	NA	0.0002101407943	0.003881831596	0.998822	1.080144	0.998848	888.847107	1.087572	1390446	81.8	1700360
EXP993563	HSFX1	PEAKS993563	ChipSeq/Patch/HSFX1-DBD_AffSeq_IVT_BatchYWEB_E07_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/HSFX1-DBD_AffSeq_IVT_BatchYWEB_E07_Cycle3_R2.fastq.gz	NA	51	3	87	28	100	0.001062661376	0.0002383747742	NA	0.0007619081567	0.003493192952	0.997792	1.149751	0.997892	493.381375	0.8039791	1544404	83.1	1859596
EXP993564	HSFX1	PEAKS993564	ChipSeq/Patch/HSFX1-DBD_AffSeq_IVT_BatchYWEB_E07_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/HSFX1-DBD_AffSeq_IVT_BatchYWEB_E07_Cycle4_R2.fastq.gz	NA	1869	6	68	20	80	0.001263358314	0.000558311323	NA	0.01573650569	0.003392814963	0.994699	1.219685	0.995143	217.688784	1.235454	977664	80.7	1211694
EXP993565	GPBP1L1	PEAKS993565	ChipSeq/Patch/GPBP1L1-FL_AffSeq_IVT_BatchYWEB_E08_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/GPBP1L1-FL_AffSeq_IVT_BatchYWEB_E08_Cycle1_R2.fastq.gz	NA	2170	0	59	12	80	0.0003447629958	0	NA	0.01200426746	0.003702808868	0.997456	1.119076	0.997507	409.081839	1.151534	1749082	74.4	2351656
EXP993566	GPBP1L1	PEAKS993566	ChipSeq/Patch/GPBP1L1-FL_AffSeq_IVT_BatchYWEB_E08_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/GPBP1L1-FL_AffSeq_IVT_BatchYWEB_E08_Cycle2_R2.fastq.gz	NA	30	1	52	20	80	0.0006246084223	1.53E-05	NA	0.0002394970944	0.003912424534	0.998849	1.110305	0.998871	903.393728	1.404918	1842538	83.4	2208530
EXP993567	GPBP1L1	PEAKS993567	ChipSeq/Patch/GPBP1L1-FL_AffSeq_IVT_BatchYWEB_E08_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/GPBP1L1-FL_AffSeq_IVT_BatchYWEB_E08_Cycle3_R2.fastq.gz	NA	19	3	64	25	90	0.0008764212576	0.0001003535791	NA	0.0006188470712	0.003589313013	0.998871	1.100969	0.998974	1027.761246	0.9284391	1162530	84.9	1369266
EXP993568	GPBP1L1	PEAKS993568	ChipSeq/Patch/GPBP1L1-FL_AffSeq_IVT_BatchYWEB_E08_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/GPBP1L1-FL_AffSeq_IVT_BatchYWEB_E08_Cycle4_R2.fastq.gz	NA	393	28	66	18	85	0.007026737915	0.00724264327	NA	0.01880830058	0.006172930375	0.990103	1.509813	0.996169	304.287234	1.374538	885614	73.3	1208122
EXP993569	SOX15	PEAKS993569	ChipSeq/Patch/SOX15_AffSeq_IVT_BatchYWEB_E11_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/SOX15_AffSeq_IVT_BatchYWEB_E11_Cycle1_R2.fastq.gz	NA	84	23	129	70	110	0.001773254631	0.001229391411	NA	0.001879096275	0.004984327295	0.999563	1.128771	0.999611	2777.518182	0.4444135	1545638	72.2	2141034
EXP993570	SOX15	PEAKS993570	ChipSeq/Patch/SOX15_AffSeq_IVT_BatchYWEB_E11_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/SOX15_AffSeq_IVT_BatchYWEB_E11_Cycle2_R2.fastq.gz	NA	20937	484	6806	2933	180	0.05060109611	0.01211984711	NA	0.07300143297	0.02030147834	0.997728	1.587472	0.997759	452.529718	0.2004926	1507258	75.8	1989176
EXP993571	SOX15	PEAKS993571	ChipSeq/Patch/SOX15_AffSeq_IVT_BatchYWEB_E11_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/SOX15_AffSeq_IVT_BatchYWEB_E11_Cycle3_R2.fastq.gz	NA	3887	247	1423	663	95	0.03866560981	0.03353769503	NA	0.1101652418	0.04234169383	0.986459	5.100132	0.991607	163.816576	0.8124861	635332	47.0	1352590
EXP993572	SOX15	PEAKS993572	ChipSeq/Patch/SOX15_AffSeq_IVT_BatchYWEB_E11_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/SOX15_AffSeq_IVT_BatchYWEB_E11_Cycle4_R2.fastq.gz	NA	34583	209	1077	447	185	0.04662222997	0.05282303738	NA	0.2523234876	0.02154308617	0.981276	2.482016	0.988159	115.119274	0.1484931	391218	35.6	1099954
EXP993573	PAX7	PEAKS993573	ChipSeq/Patch/PAX7_AffSeq_IVT_BatchYWEB_E12_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/PAX7_AffSeq_IVT_BatchYWEB_E12_Cycle1_R2.fastq.gz	NA	2046	0	52	15	90	0.0007600197018	0	NA	0.01378473502	0.003783789073	0.996835	1.078659	0.99695	339.648376	0.9282216	1599462	76.2	2098606
EXP993574	PAX7	PEAKS993574	ChipSeq/Patch/PAX7_AffSeq_IVT_BatchYWEB_E12_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/PAX7_AffSeq_IVT_BatchYWEB_E12_Cycle2_R2.fastq.gz	NA	6190	1334	4801	1692	75	0.246696616	0.2320987736	NA	0.3772466142	0.2062254244	0.858157	81.2515	0.952121	36.722189	1.027904	1460200	64.2	2275622
EXP993575	PAX7	PEAKS993575	ChipSeq/Patch/PAX7_AffSeq_IVT_BatchYWEB_E12_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/PAX7_AffSeq_IVT_BatchYWEB_E12_Cycle3_R2.fastq.gz	NA	522	9	95	28	75	0.001889857245	0.0008199793834	NA	0.006052228782	0.004240464811	0.998706	1.462597	0.998755	831.264706	1.066511	842732	83.8	1005476
EXP993576	PAX7	PEAKS993576	ChipSeq/Patch/PAX7_AffSeq_IVT_BatchYWEB_E12_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/PAX7_AffSeq_IVT_BatchYWEB_E12_Cycle4_R2.fastq.gz	NA	1934	24	85	35	80	0.003425788661	0.002273617587	NA	0.02078516618	0.004727741975	0.992664	1.427731	0.994139	184.553713	0.9086922	1329182	82.0	1620158
EXP993577	JAZF1	PEAKS993577	ChipSeq/Patch/JAZF1-FL_AffSeq_IVT_BatchYWEB_F01_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/JAZF1-FL_AffSeq_IVT_BatchYWEB_F01_Cycle1_R2.fastq.gz	NA	16	0	48	9	85	0.0002048829574	0	NA	0.0001374531233	0.003371491704	0.999109	1.092227	0.999127	1168.588415	0.7715803	1212910	74.9	1619722
EXP993578	JAZF1	PEAKS993578	ChipSeq/Patch/JAZF1-FL_AffSeq_IVT_BatchYWEB_F01_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/JAZF1-FL_AffSeq_IVT_BatchYWEB_F01_Cycle2_R2.fastq.gz	NA	27	0	48	13	75	0.0002878576796	0	NA	0.0003274106433	0.003256527338	0.999027	1.114503	0.999041	1059.379391	0.9587705	1356388	80.2	1692090
EXP993579	JAZF1	PEAKS993579	ChipSeq/Patch/JAZF1-FL_AffSeq_IVT_BatchYWEB_F01_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/JAZF1-FL_AffSeq_IVT_BatchYWEB_F01_Cycle3_R2.fastq.gz	NA	1664	0	79	10	80	0.0001625502532	0	NA	0.008509849172	0.003457054681	0.997451	1.128999	0.997495	406.430986	1.137543	1391622	81.9	1699920
EXP993580	JAZF1	PEAKS993580	ChipSeq/Patch/JAZF1-FL_AffSeq_IVT_BatchYWEB_F01_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/JAZF1-FL_AffSeq_IVT_BatchYWEB_F01_Cycle4_R2.fastq.gz	NA	2251	10	69	26	75	0.001722805286	0.0006425598093	NA	0.0169238458	0.003352485961	0.994832	1.218885	0.995516	233.928624	1.180421	1092906	79.6	1373674
EXP993581	ZBTB8A	PEAKS993581	ChipSeq/Patch/ZBTB8A-DBD_AffSeq_IVT_BatchYWEB_F02_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZBTB8A-DBD_AffSeq_IVT_BatchYWEB_F02_Cycle1_R2.fastq.gz	NA	164	0	56	20	85	0.0005229258338	0	NA	0.00107864841	0.003771625352	0.997555	1.080468	0.997635	436.090617	0.7757909	2365132	74.0	3195528
EXP993582	ZBTB8A	PEAKS993582	ChipSeq/Patch/ZBTB8A-DBD_AffSeq_IVT_BatchYWEB_F02_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZBTB8A-DBD_AffSeq_IVT_BatchYWEB_F02_Cycle2_R2.fastq.gz	NA	28	0	71	19	75	0.0005159161375	0	NA	0.0003364670462	0.003818277887	0.998743	1.093962	0.998774	833.686192	1.123688	1384928	81.7	1695958
EXP993583	ZBTB8A	PEAKS993583	ChipSeq/Patch/ZBTB8A-DBD_AffSeq_IVT_BatchYWEB_F02_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZBTB8A-DBD_AffSeq_IVT_BatchYWEB_F02_Cycle3_R2.fastq.gz	NA	149	51	70	59	75	0.09511920724	0.05090387905	NA	0.1580902184	0.05068811935	0.918462	52.65186	0.979888	103.056738	1.03389	986788	57.2	1725024
EXP993584	ZBTB8A	PEAKS993584	ChipSeq/Patch/ZBTB8A-DBD_AffSeq_IVT_BatchYWEB_F02_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZBTB8A-DBD_AffSeq_IVT_BatchYWEB_F02_Cycle4_R2.fastq.gz	NA	3494	47	48	36	75	0.2590179195	0.2249010938	NA	0.6070281592	0.1389806842	0.786812	123.6086	0.940171	37.009346	1.135221	806814	58.4	1381578
EXP993585	ZNF234	PEAKS993585	ChipSeq/Patch/ZNF234-FL_AffSeq_IVT_BatchYWEB_F03_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF234-FL_AffSeq_IVT_BatchYWEB_F03_Cycle1_R2.fastq.gz	NA	1383	0	45	4	90	0.0001014452971	0	NA	0.008443829142	0.003571471196	0.998436	1.074024	0.998467	665.444	0.5653601	1289098	73.0	1766828
EXP993586	ZNF234	PEAKS993586	ChipSeq/Patch/ZNF234-FL_AffSeq_IVT_BatchYWEB_F03_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF234-FL_AffSeq_IVT_BatchYWEB_F03_Cycle2_R2.fastq.gz	NA	31	0	65	21	80	0.0007625629838	0	NA	0.0002702754879	0.003984150273	0.998442	1.075005	0.998485	678.762376	1.088912	1580238	83.3	1897994
EXP993587	ZNF234	PEAKS993587	ChipSeq/Patch/ZNF234-FL_AffSeq_IVT_BatchYWEB_F03_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWE/ZNF234-FL_AffSeq_IVT_BatchYWEB_F03_Cycle3_R2.fastq.gz	NA	1685	1	79	30	80	0.0007733631294	1.71E-05	NA	0.008765595343	0.003327657124	0.997237	1.160325	0.997308	381.206573	1.183112	1366640	83.0	1646676
